"Date","Main Pollutant","Overall AQI Value","CO","SO2","NO2","Ozone","PM10","PM25"
"03/11/2011","PM2.5","63","14","6","43","46","27","63"
"03/12/2011","PM2.5","69","9","1","34","50","31","69"
"03/13/2011","PM2.5","75","14","6","35","71","38","75"
"03/14/2011","PM2.5","67","18","7","56","41","34","67"
"03/15/2011","PM2.5","58","11","6","44","46","32","58"
"03/16/2011","PM2.5","64","11","3","38","46","28","64"
"03/17/2011","PM2.5","63","14","17","48","51","31","63"
"03/18/2011","PM2.5","60","13","3","42","51","30","60"
"03/19/2011","Ozone","58","6","0","28","58","12","47"
"03/20/2011","PM2.5","55","6","0","25","51","19","55"
"03/21/2011","NO2","52","9","1","52","50","8","50"
"03/22/2011","PM2.5","55","13","3","42","49","18","55"
"03/23/2011","PM2.5","60","11","3","37","42","18","60"
"03/24/2011","PM2.5","60","11","1","38","47","21","60"
"03/25/2011","Ozone","51","7","0","35","51","12","48"
"03/26/2011","NO2","61","9","0","61","46","16","51"
"03/27/2011","Ozone","49","7","0","33","49","8","48"
"03/28/2011","PM2.5","56","13","4","34","43","21","56"
"03/29/2011","PM2.5","60","13","3","46","48","31","60"
"03/30/2011","PM2.5","59","17","9","57","44","36","59"
"03/31/2011","NO2","66","18","14","66","64","36","61"
"04/01/2011","Ozone","101","14","9","63","101","51","62"
"04/02/2011","PM2.5","76","8","3","31","41","29","76"
"04/03/2011","PM2.5","56","5","0","30","46","20","56"
"04/04/2011","Ozone","64","9","7","44","64","31","57"
"04/05/2011","Ozone","80","11","4","46","80","42","64"
"04/06/2011","PM2.5","84","7","1","35","61","33","84"
"04/07/2011","PM2.5","60","6","0","27","50","29","60"
"04/08/2011","Ozone","50","6","0","39","50","17","37"
"04/09/2011","Ozone","61","7","3","38","61","21","49"
"04/10/2011","Ozone","74","7","1","39","74","26","63"
"04/11/2011","Ozone","74","10","3","44","74","30","55"
"04/12/2011","Ozone","77","9","3","41","77","35","68"
"04/13/2011","PM2.5","60","6","3","30","58","31","60"
"04/14/2011","Ozone","97","9","1","54","97","46","76"
"04/15/2011","Ozone","84","17","9","60","84","47","63"
"04/16/2011","Ozone","115","16","24","53","115","42","55"
"04/17/2011","Ozone","77","10","1","36","77","31","66"
"04/18/2011","PM2.5","67","6","1","26","40","27","67"
"04/19/2011","PM2.5","67","6","1","28","44","28","67"
"04/20/2011","PM2.5","62","6","3","36","45","25","62"
"04/21/2011","PM2.5","55","6","3","33","40","25","55"
"04/22/2011","Ozone","61","6","6","27","61","22","58"
"04/23/2011","PM2.5","61","6","3","28","49","29","61"
"04/24/2011","PM2.5","45","6","41","20","44","18","45"
"04/25/2011","PM2.5","51","6","7","29","48","26","51"
"04/26/2011","Ozone","71","6","6","44","71","37","51"
"04/27/2011","Ozone","87","9","24","60","87","41","56"
"04/28/2011","Ozone","64","11","4","61","64","43","57"
"04/29/2011","Ozone","80","7","6","43","80","43","59"
"04/30/2011","Ozone","77","8","4","46","77","36","49"
"05/01/2011","Ozone","64","9","3","42","64","27","23"
"05/02/2011","Ozone","71","9","1","56","71","39","34"
"05/03/2011","Ozone","105","10","6","57","105","46","53"
"05/04/2011","Ozone","164","10","56","65","164","56","63"
"05/05/2011","Ozone","187","11","4","58","187","59","76"
"05/06/2011","Ozone","161","8","1","33","161","48","109"
"05/07/2011","Ozone","119","7","1","33","119","39","88"
"05/08/2011","Ozone","54","6","3","15","54","24","47"
"05/09/2011","Ozone","64","6","0","29","64","24","43"
"05/10/2011","Ozone","64","6","0","30","64","30","56"
"05/11/2011","Ozone","87","7","1","34","87","36","73"
"05/12/2011","Ozone","133","8","6","44","133","39","85"
"05/13/2011","Ozone","133","8","1","41","133","39","73"
"05/14/2011","PM2.5","68","6","0","17","61","22","68"
"05/15/2011","Ozone","54","5","0","23","54","18","51"
"05/16/2011","PM2.5","48","6","1","29","46","17","48"
"05/17/2011","Ozone","67","5","0","19","67","17","47"
"05/18/2011","PM2.5","51","6","0","29","46","20","51"
"05/19/2011","PM2.5","58","6","1","30","51","29","58"
"05/20/2011","Ozone","80","8","1","37","80","38","73"
"05/21/2011","Ozone","129","7","1","37","129","44","79"
"05/22/2011","Ozone","77","6","0","25","77","37","76"
"05/23/2011","PM2.5","64","6","0","29","54","31","64"
"05/24/2011","Ozone","100","7","1","37","100","33","63"
"05/25/2011","Ozone","100","8","4","40","100","40","68"
"05/26/2011","Ozone","61","7","1","32","61","29","45"
"05/27/2011","Ozone","77","7","4","39","77","39","54"
"05/28/2011","Ozone","74","6","7","25","74","33","58"
"05/29/2011","Ozone","48","6","3","17","48","33","40"
"05/30/2011","Ozone","71","7","6","32","71","28","44"
"05/31/2011","Ozone","112","9","4","43","112","30","44"
"06/01/2011","Ozone","58","7","3","35","58","25","54"
"06/02/2011","Ozone","51","7","6","42","51","33","49"
"06/03/2011","Ozone","84","7","7","38","84","31","54"
"06/04/2011","Ozone","67","7","4","24","67","26","62"
"06/05/2011","PM2.5","55","7","11","25","51","19","55"
"06/06/2011","PM2.5","47","6","6","41","42","19","47"
"06/07/2011","Ozone","58","7","3","28","58","24","56"
"06/08/2011","PM2.5","70","6","3","22","51","31","70"
"06/09/2011","Ozone","87","7","1","34","87","41","82"
"06/10/2011","Ozone","90","7","3","27","90","37","88"
"06/11/2011","Ozone","90","8","9","20","90","31","83"
"06/12/2011","Ozone","80","9","3","25","80","26","71"
"06/13/2011","Ozone","93","7","4","29","93","34","75"
"06/14/2011","Ozone","154","8","3","41","154","46","85"
"06/15/2011","Ozone","122","7","7","31","122","42","88"
"06/16/2011","Ozone","80","7","1","32","80","27","70"
"06/17/2011","Ozone","84","6","4","29","84","26","70"
"06/18/2011","Ozone","100","6","1","21","100","34","73"
"06/19/2011","Ozone","80","7","1","24","80","27","74"
"06/20/2011","Ozone","143","8","6","41","143","41","84"
"06/21/2011","Ozone","174","8","4","37","174","48","92"
"06/22/2011","Ozone","147","8","6","36","147","46","96"
"06/23/2011","Ozone","115","8","3","43","115","36","99"
"06/24/2011","PM2.5","96","7","4","27","77","38","96"
"06/25/2011","Ozone","151","7","4","25","151","40","92"
"06/26/2011","Ozone","174","8","6","34","174","38","74"
"06/27/2011","Ozone","140","9","7","53","140","42","75"
"06/28/2011","Ozone","93","7","3","32","93","39","81"
"06/29/2011","PM2.5","62","6","1","25","45","32","62"
"06/30/2011","Ozone","112","7","60","48","112","28","62"
"07/01/2011","Ozone","185","9","7","67","185","37","60"
"07/02/2011","Ozone","218","8","14","42","218","45","74"
"07/03/2011","Ozone","202","8","4","35","202","50","83"
"07/04/2011","Ozone","169","9","10","40","169","46","84"
"07/05/2011","PM2.5","171","9","21","43","97","63","171"
"07/06/2011","Ozone","126","7","6","28","126","41","62"
"07/07/2011","Ozone","143","8","7","35","143","39","72"
"07/08/2011","Ozone","151","7","6","31","151","51","74"
"07/09/2011","Ozone","122","7","3","26","122","32","72"
"07/10/2011","Ozone","129","7","1","22","129","33","81"
"07/11/2011","Ozone","112","6","1","22","112","32","82"
"07/12/2011","Ozone","105","6","1","22","105","30","76"
"07/13/2011","Ozone","100","8","1","25","100","24","73"
"07/14/2011","PM2.5","65","9","4","25","47","28","65"
"07/15/2011","Ozone","84","6","1","25","84","26","64"
"07/16/2011","Ozone","93","7","4","30","93","30","67"
"07/17/2011","Ozone","133","6","9","25","133","30","67"
"07/18/2011","Ozone","151","8","6","35","151","32","59"
"07/19/2011","Ozone","136","8","4","44","136","31","60"
"07/20/2011","Ozone","115","8","9","47","115","47","69"
"07/21/2011","Ozone","154","7","4","32","154","49","84"
"07/22/2011","Ozone","129","7","3","30","129","50","87"
"07/23/2011","Ozone","147","7","3","26","147","43","81"
"07/24/2011","Ozone","143","8","4","33","143","34","69"
"07/25/2011","Ozone","108","8","13","41","108","31","63"
"07/26/2011","PM2.5","60","8","4","40","49","52","60"
"07/27/2011","PM2.5","71","6","3","32","61","40","71"
"07/28/2011","Ozone","126","7","4","25","126","39","72"
"07/29/2011","Ozone","84","6","1","33","84","39","70"
"07/30/2011","Ozone","126","6","1","25","126","35","64"
"07/31/2011","Ozone","74","7","3","25","74","32","66"
"08/01/2011","Ozone","122","9","11","43","122","54","66"
"08/02/2011","Ozone","77","11","14","54","77","38","62"
"08/03/2011","Ozone","115","9","6","52","115","40","63"
"08/04/2011","Ozone","115","8","7","56","115","32","63"
"08/05/2011","Ozone","100","8","3","45","100","42","69"
"08/06/2011","Ozone","136","8","4","33","136","39","76"
"08/07/2011","Ozone","154","8","4","33","154","40","85"
"08/08/2011","Ozone","150","7","3","42","150","46","89"
"08/09/2011","Ozone","159","7","1","34","159","50","93"
"08/10/2011","Ozone","122","7","3","21","122","46","88"
"08/11/2011","Ozone","133","6","1","26","133","40","78"
"08/12/2011","Ozone","172","7","3","48","172","44","82"
"08/13/2011","Ozone","187","7","7","32","187","47","91"
"08/14/2011","Ozone","166","7","6","31","166","41","83"
"08/15/2011","Ozone","190","7","7","37","190","49","90"
"08/16/2011","Ozone","166","7","6","48","166","49","94"
"08/17/2011","Ozone","195","9","7","54","195","48","81"
"08/18/2011","Ozone","172","10","7","51","172","50","81"
"08/19/2011","Ozone","169","6","6","32","169","56","93"
"08/20/2011","Ozone","129","6","1","19","129","50","89"
"08/21/2011","Ozone","140","6","3","23","140","40","79"
"08/22/2011","Ozone","129","7","7","43","129","36","68"
"08/23/2011","Ozone","129","9","9","52","129","40","70"
"08/24/2011","Ozone","150","8","9","45","150","45","72"
"08/25/2011","Ozone","143","10","11","54","143","51","76"
"08/26/2011","Ozone","156","9","11","60","156","52","78"
"08/27/2011","Ozone","172","9","10","56","172","40","69"
"08/28/2011","Ozone","204","9","20","44","204","47","77"
"08/29/2011","Ozone","179","7","4","47","179","47","77"
"08/30/2011","Ozone","108","7","4","48","108","51","82"
"08/31/2011","Ozone","150","6","4","43","150","46","81"
"09/01/2011","Ozone","93","7","10","51","93","47","86"
"09/02/2011","Ozone","129","8","7","46","129","51","91"
"09/03/2011","Ozone","161","9","4","47","161","38","73"
"09/04/2011","Ozone","156","10","6","39","156","37","74"
"09/05/2011","Ozone","150","8","6","49","150","41","76"
"09/06/2011","Ozone","129","13","11","65","129","38","71"
"09/07/2011","Ozone","156","14","20","103","156","43","70"
"09/08/2011","Ozone","154","10","11","63","154","36","64"
"09/09/2011","Ozone","129","7","3","43","129","47","75"
"09/10/2011","PM2.5","76","5","3","23","61","42","76"
"09/11/2011","Ozone","101","5","4","27","101","25","64"
"09/12/2011","Ozone","112","8","10","43","112","39","63"
"09/13/2011","PM2.5","68","9","4","53","54","34","68"
"09/14/2011","Ozone","140","6","1","40","140","45","80"
"09/15/2011","Ozone","143","6","3","42","143","53","100"
"09/16/2011","PM2.5","101","6","1","28","87","46","101"
"09/17/2011","Ozone","101","6","1","31","101","34","83"
"09/18/2011","Ozone","126","9","3","31","126","35","76"
"09/19/2011","Ozone","119","11","4","54","119","45","82"
"09/20/2011","Ozone","151","8","3","44","151","54","105"
"09/21/2011","Ozone","159","8","3","42","159","52","122"
"09/22/2011","PM2.5","122","9","7","60","97","54","122"
"09/23/2011","PM2.5","103","11","3","46","97","53","103"
"09/24/2011","PM2.5","107","7","3","33","97","51","107"
"09/25/2011","PM2.5","92","6","7","29","87","36","92"
"09/26/2011","PM2.5","99","7","1","44","80","44","99"
"09/27/2011","PM2.5","110","15","7","87","90","47","110"
"09/28/2011","PM2.5","152","8","1","45","108","55","152"
"09/29/2011","Ozone","126","8","3","41","126","44","113"
"09/30/2011","PM2.5","77","8","3","50","50","55","77"
"10/01/2011","PM2.5","71","15","13","57","43","26","71"
"10/02/2011","PM2.5","61","11","6","40","42","22","61"
"10/03/2011","PM2.5","56","9","11","39","38","21","56"
"10/04/2011","Ozone","41","10","1","23","41","13","40"
"10/05/2011","PM2.5","40","5","1","27","39","12","40"
"10/06/2011","PM2.5","55","11","6","34","43","21","55"
"10/07/2011","PM2.5","52","10","14","35","45","22","52"
"10/08/2011","PM2.5","58","16","7","42","46","23","58"
"10/09/2011","Ozone","74","18","21","45","74","21","59"
"10/10/2011","PM2.5","77","16","7","50","77","27","77"
"10/11/2011","PM2.5","87","17","9","65","54","36","87"
"10/12/2011","Ozone","71","22","11","65","71","35","66"
"10/13/2011","Ozone","74","24","10","73","74","36","66"
"10/14/2011","Ozone","119","14","3","62","119","31","87"
"10/15/2011","Ozone","122","8","6","36","122","47","104"
"10/16/2011","Ozone","105","8","6","32","105","35","80"
"10/17/2011","PM2.5","95","15","9","47","54","31","95"
"10/18/2011","PM2.5","109","14","4","46","49","52","109"
"10/19/2011","PM2.5","136","9","1","52","80","47","136"
"10/20/2011","PM2.5","135","8","4","42","93","45","135"
"10/21/2011","PM2.5","122","9","3","47","84","52","122"
"10/22/2011","PM2.5","117","15","19","55","61","31","117"
"10/23/2011","PM2.5","117","15","10","48","90","41","117"
"10/24/2011","PM2.5","155","8","7","44","87","61","155"
"10/25/2011","PM2.5","83","7","3","38","44","33","83"
"10/26/2011","PM2.5","64","9","1","41","44","29","64"
"10/27/2011","PM2.5","70","15","7","57","41","37","70"
"10/28/2011","PM2.5","71","25","10","68","43","34","71"
"10/29/2011","PM2.5","86","24","11","72","51","43","86"
"10/30/2011","PM2.5","104","30","20","77","74","47","104"
"10/31/2011","PM2.5","108","18","13","89","87","37","108"
"11/01/2011","PM2.5","158","18","9","67","61","50","158"
"11/02/2011","PM2.5","81","20","4","69","43","49","81"
"11/03/2011","NO2","60","22","7","60","45","35","55"
"11/04/2011","PM2.5","43","5","3","25","43","13","43"
"11/05/2011","PM2.5","63","11","1","41","40","20","63"
"11/06/2011","PM2.5","68","14","1","40","40","16","68"
"11/07/2011","PM2.5","62","13","3","41","42","20","62"
"11/08/2011","PM2.5","74","18","4","47","34","30","74"
"11/09/2011","PM2.5","60","15","7","48","40","27","60"
"11/10/2011","NO2","89","24","10","89","36","35","59"
"11/11/2011","PM2.5","71","24","7","55","36","25","71"
"11/12/2011","PM2.5","56","8","1","42","44","14","56"
"11/13/2011","PM2.5","62","14","3","36","41","17","62"
"11/14/2011","PM2.5","70","19","3","42","41","20","70"
"11/15/2011","PM2.5","82","10","4","40","39","32","82"
"11/16/2011","PM2.5","120","14","6","62","39","48","120"
"11/17/2011","PM2.5","102","28","13","58","42","48","102"
"11/18/2011","PM2.5","122","11","1","44","38","47","122"
"11/19/2011","PM2.5","59","16","1","43","43","19","59"
"11/20/2011","PM2.5","67","9","0","45","42","16","67"
"11/21/2011","PM2.5","64","16","1","38","34","19","64"
"11/22/2011","PM2.5","71","26","11","55","33","28","71"
"11/23/2011","PM2.5","86","31","3","50","36","29","86"
"11/24/2011","PM2.5","82","10","0","35","44","20","82"
"11/25/2011","PM2.5","85","20","6","42","42","31","85"
"11/26/2011","PM2.5","80","27","4","49","42","33","80"
"11/27/2011","PM2.5","53","17","3","43","38","16","53"
"11/28/2011","PM2.5","62","30","6","56","27","29","62"
"11/29/2011","PM2.5","92","39","6","69","26","52","92"
"11/30/2011","PM2.5","88","39","4","61","39","55","88"
"12/01/2011","PM10","71","9","1","37","37","71","56"
"12/02/2011","PM2.5","68","24","6","48","37","59","68"
"12/03/2011","PM2.5","59","16","3","46","42","40","59"
"12/04/2011","PM2.5","74","31","6","47","38","38","74"
"12/05/2011","PM2.5","68","20","3","47","39","39","68"
"12/06/2011","PM2.5","67","25","3","52","37","32","67"
"12/07/2011","PM2.5","61","23","10","53","30","31","61"
"12/08/2011","PM2.5","83","32","4","58","27","41","83"
"12/09/2011","PM2.5","99","35","11","73","27","50","99"
"12/10/2011","PM2.5","91","30","6","56","32","44","91"
"12/11/2011","PM2.5","91","24","1","45","40","33","91"
"12/12/2011","PM2.5","68","10","0","40","28","15","68"
"12/13/2011","PM2.5","56","11","3","42","35","15","56"
"12/14/2011","PM2.5","80","16","1","47","32","27","80"
"12/15/2011","PM2.5","92","27","3","47","45","37","92"
"12/16/2011","NO2","73","30","4","73","43","26","68"
"12/17/2011","PM2.5","62","25","9","52","43","27","62"
"12/18/2011","PM2.5","73","14","3","42","42","26","73"
"12/19/2011","PM2.5","77","23","1","50","35","25","77"
"12/20/2011","PM2.5","80","28","6","51","34","33","80"
"12/21/2011","PM2.5","81","33","9","52","25","36","81"
"12/22/2011","PM2.5","64","25","1","51","40","31","64"
"12/23/2011","PM2.5","69","27","7","49","35","36","69"
"12/24/2011","PM2.5","105","42","11","65","36","38","105"
"12/25/2011","PM2.5","117","53","3","43","38","43","117"
"12/26/2011","PM2.5","100","31","6","52","32","31","100"
"12/27/2011","PM2.5","100","41","9","65","31","49","100"
"12/28/2011","PM2.5","84","30","7","64","31","41","84"
"12/29/2011","PM2.5","106","35","34","68","30","49","106"
"12/30/2011","PM2.5","150","27","20","97","36","40","150"
"12/31/2011","PM2.5","155","27","23","89","36","45","155"
