"Date","Main Pollutant","Overall AQI Value","CO","SO2","NO2","Ozone","PM10","PM25"
"02/27/2009","PM2.5","76","10","7","49","44","39","76"
"02/28/2009","PM2.5","61","15","13","58","45","29","61"
"03/01/2009","Ozone","67","28","9","52","67","36","56"
"03/02/2009","PM2.5","61","24","9","58","32","43","61"
"03/03/2009","Ozone","46","13","7","40","46","28","37"
"03/04/2009","PM2.5","51","10","14","34","41","21","51"
"03/05/2009","Ozone","44","16","6","38","44","21","42"
"03/06/2009","PM2.5","52","11","9","40","44","37","52"
"03/07/2009","PM2.5","58","9","9","36","49","28","58"
"03/08/2009","PM2.5","66","13","10","36","61","28","66"
"03/09/2009","PM2.5","54","7","7","47","45","28","54"
"03/10/2009","PM2.5","52","11","7","44","51","33","52"
"03/11/2009","PM2.5","64","14","9","45","50","34","64"
"03/12/2009","Ozone","67","9","6","60","67","30","55"
"03/13/2009","PM2.5","70","15","10","44","58","44","70"
"03/14/2009","PM2.5","93","9","11","35","61","43","93"
"03/15/2009","PM2.5","64","9","10","40","48","33","64"
"03/16/2009","PM2.5","70","17","9","51","47","44","70"
"03/17/2009","PM2.5","79","22","17","68","49","50","79"
"03/18/2009","PM2.5","83","18","13","76","54","54","83"
"03/19/2009","PM2.5","153","17","10","70","100","60","153"
"03/20/2009","PM2.5","148","14","7","51","90","56","148"
"03/21/2009","PM2.5","83","7","7","25","49","27","83"
"03/22/2009","Ozone","50","7","4","25","50","17","27"
"03/23/2009","Ozone","61","10","7","53","61","19","43"
"03/24/2009","NO2","61","19","14","61","49","41","55"
"03/25/2009","Ozone","71","24","16","57","71","39","61"
"03/26/2009","PM2.5","93","10","9","48","46","49","93"
"03/27/2009","PM2.5","68","10","9","55","61","47","68"
"03/28/2009","Ozone","93","14","9","57","93","46","59"
"03/29/2009","PM2.5","76","10","6","53","71","48","76"
"03/30/2009","Ozone","67","9","6","48","67","44","58"
"03/31/2009","Ozone","80","13","7","49","80","54","66"
"04/01/2009","PM2.5","76","9","9","42","54","51","76"
"04/02/2009","Ozone","77","8","11","41","77","49","76"
"04/03/2009","Ozone","67","7","14","35","67","45","61"
"04/04/2009","Ozone","77","10","9","50","77","43","59"
"04/05/2009","Ozone","87","13","7","54","87","41","48"
"04/06/2009","Ozone","67","16","14","55","67","41","53"
"04/07/2009","Ozone","61","13","6","47","61","52","58"
"04/08/2009","Ozone","47","8","4","31","47","13","34"
"04/09/2009","PM2.5","54","8","7","34","50","9","54"
"04/10/2009","PM2.5","56","7","6","34","54","8","56"
"04/11/2009","PM2.5","55","9","7","47","50","34","55"
"04/12/2009","Ozone","67","11","10","37","67","35","61"
"04/13/2009","Ozone","74","14","23","55","74","44","66"
"04/14/2009","PM2.5","68","10","10","44","58","47","68"
"04/15/2009","Ozone","49","8","7","38","49","42","40"
"04/16/2009","Ozone","64","9","10","41","64","47","55"
"04/17/2009","Ozone","93","13","11","56","93","41","61"
"04/18/2009","Ozone","129","16","17","66","129","50","65"
"04/19/2009","Ozone","119","17","4","57","119","38","56"
"04/20/2009","Ozone","112","22","14","57","112","38","49"
"04/21/2009","Ozone","122","19","7","65","122","44","61"
"04/22/2009","Ozone","119","8","9","46","119","51","80"
"04/23/2009","Ozone","87","7","13","27","87","31","86"
"04/24/2009","PM2.5","69","7","9","27","48","27","69"
"04/25/2009","Ozone","71","7","7","27","71","48","50"
"04/26/2009","Ozone","90","8","9","29","90","44","63"
"04/27/2009","Ozone","77","8","9","31","77","46","69"
"04/28/2009","Ozone","71","8","7","34","71","41","65"
"04/29/2009","Ozone","93","10","10","41","93","44","72"
"04/30/2009","Ozone","105","11","14","100","105","44","74"
"05/01/2009","PM2.5","73","13","13","46","64","51","73"
"05/02/2009","PM2.5","51","8","10","25","48","24","51"
"05/03/2009","PM2.5","64","7","10","28","50","33","64"
"05/04/2009","Ozone","93","8","16","39","93","36","58"
"05/05/2009","PM2.5","60","10","11","44","47","46","60"
"05/06/2009","PM2.5","92","9","14","44","54","44","92"
"05/07/2009","Ozone","129","11","13","50","129","52","64"
"05/08/2009","Ozone","126","10","13","50","126","58","75"
"05/09/2009","Ozone","151","8","4","37","151","60","96"
"05/10/2009","Ozone","169","7","4","21","169","31","95"
"05/11/2009","Ozone","129","8","7","30","129","55","108"
"05/12/2009","Ozone","122","8","4","42","122","42","95"
"05/13/2009","Ozone","115","8","3","47","115","52","87"
"05/14/2009","Ozone","108","14","10","42","108","54","90"
"05/15/2009","Ozone","115","14","6","38","115","37","94"
"05/16/2009","Ozone","172","7","11","42","172","54","108"
"05/17/2009","Ozone","195","7","7","42","195","46","105"
"05/18/2009","Ozone","143","7","11","43","143","37","83"
"05/19/2009","Ozone","80","9","3","45","80","44","69"
"05/20/2009","Ozone","74","8","6","43","74","42","72"
"05/21/2009","PM2.5","77","6","3","39","51","53","77"
"05/22/2009","Ozone","100","5","4","26","100","52","80"
"05/23/2009","Ozone","147","5","3","20","147","42","79"
"05/24/2009","Ozone","119","3","3","21","119","34","74"
"05/25/2009","Ozone","112","3","3","17","112","33","75"
"05/26/2009","Ozone","119","5","6","33","119","44","85"
"05/27/2009","Ozone","133","6","11","45","133","48","87"
"05/28/2009","Ozone","129","6","6","47","129","40","90"
"05/29/2009","PM2.5","95","6","3","42","77","31","95"
"05/30/2009","Ozone","97","6","1","25","97","38","76"
"05/31/2009","Ozone","119","6","6","24","119","48","83"
"06/01/2009","PM2.5","94","6","3","30","93","54","94"
"06/02/2009","PM2.5","81","6","4","32","58","42","81"
"06/03/2009","PM2.5","85","9","4","46","38","31","85"
"06/04/2009","PM2.5","59","6","17","32","49","26","59"
"06/05/2009","Ozone","33","3","4","21","33","17","30"
"06/06/2009","Ozone","36","5","3","21","36","20","32"
"06/07/2009","Ozone","50","3","7","20","50","19","35"
"06/08/2009","PM2.5","55","5","6","25","48","26","55"
"06/09/2009","PM2.5","64","3","6","27","44","25","64"
"06/10/2009","PM2.5","59","5","4","35","44","27","59"
"06/11/2009","PM2.5","57","3","4","28","45","23","57"
"06/12/2009","PM2.5","63","5","6","27","45","25","63"
"06/13/2009","PM2.5","58","5","4","25","48","24","58"
"06/14/2009","PM2.5","52","5","4","27","48","27","52"
"06/15/2009","PM2.5","52","6","6","25","44","26","52"
"06/16/2009","Ozone","90","5","10","35","90","44","54"
"06/17/2009","Ozone","93","5","4","34","93","34","61"
"06/18/2009","Ozone","129","5","6","39","129","43","80"
"06/19/2009","Ozone","156","6","6","39","156","52","81"
"06/20/2009","Ozone","77","5","4","21","77","38","61"
"06/21/2009","Ozone","80","5","4","31","80","33","56"
"06/22/2009","Ozone","140","6","6","32","140","47","65"
"06/23/2009","Ozone","182","5","6","49","182","46","74"
"06/24/2009","Ozone","164","5","3","43","164","49","77"
"06/25/2009","Ozone","122","6","1","63","122","41","71"
"06/26/2009","Ozone","136","7","6","44","136","44","83"
"06/27/2009","Ozone","197","8","6","40","197","51","83"
"06/28/2009","Ozone","187","8","10","44","187","56","78"
"06/29/2009","Ozone","136","7","11","41","136","41","76"
"06/30/2009","Ozone","150","7","9","42","150","49","75"
"07/01/2009","Ozone","93","6","4","41","93","41","70"
"07/02/2009","Ozone","71","6","4","39","71","44","70"
"07/03/2009","Ozone","80","6","1","30","80","44","72"
"07/04/2009","PM2.5","91","7","3","36","90","53","91"
"07/05/2009","PM2.5","162","6","6","28","74","61","162"
"07/06/2009","Ozone","129","7","6","46","129","44","64"
"07/07/2009","Ozone","143","5","4","39","143","51","74"
"07/08/2009","Ozone","122","6","3","32","122","44","78"
"07/09/2009","Ozone","100","7","4","39","100","51","81"
"07/10/2009","Ozone","119","10","6","66","119","52","78"
"07/11/2009","Ozone","156","8","11","53","156","41","64"
"07/12/2009","Ozone","164","8","10","44","164","44","67"
"07/13/2009","Ozone","100","7","6","46","100","51","64"
"07/14/2009","Ozone","71","7","14","46","71","51","70"
"07/15/2009","Ozone","97","7","9","36","97","37","73"
"07/16/2009","Ozone","80","8","4","46","80","36","68"
"07/17/2009","Ozone","164","8","7","42","164","37","60"
"07/18/2009","Ozone","218","8","6","40","218","42","77"
"07/19/2009","Ozone","204","7","4","32","204","43","77"
"07/20/2009","Ozone","143","9","7","53","143","51","77"
"07/21/2009","Ozone","154","8","6","48","154","46","76"
"07/22/2009","Ozone","156","8","11","46","156","51","80"
"07/23/2009","Ozone","119","6","4","40","119","52","80"
"07/24/2009","Ozone","159","6","6","38","159","45","84"
"07/25/2009","Ozone","166","6","4","31","166","39","77"
"07/26/2009","Ozone","143","6","13","31","143","34","76"
"07/27/2009","Ozone","154","7","7","40","154","34","70"
"07/28/2009","Ozone","156","6","7","34","156","37","73"
"07/29/2009","Ozone","140","5","1","38","140","35","74"
"07/30/2009","Ozone","143","5","3","29","143","32","74"
"07/31/2009","Ozone","140","5","1","26","140","35","75"
"08/01/2009","Ozone","164","5","10","33","164","31","78"
"08/02/2009","Ozone","151","5","11","34","151","33","73"
"08/03/2009","Ozone","54","10","14","48","54","38","50"
"08/04/2009","NO2","73","13","17","73","61","42","47"
"08/05/2009","PM2.5","59","9","19","46","48","39","59"
"08/06/2009","Ozone","44","5","16","27","44","26","42"
"08/07/2009","PM2.5","49","5","7","28","44","29","49"
"08/08/2009","Ozone","122","6","11","30","122","36","62"
"08/09/2009","Ozone","159","7","6","32","159","44","78"
"08/10/2009","Ozone","147","7","3","50","147","45","87"
"08/11/2009","Ozone","177","7","4","38","177","54","83"
"08/12/2009","Ozone","172","7","4","48","172","43","95"
"08/13/2009","PM2.5","106","8","6","57","74","42","106"
"08/14/2009","Ozone","151","6","4","29","151","36","85"
"08/15/2009","Ozone","147","6","3","24","147","37","89"
"08/16/2009","Ozone","172","6","3","25","172","44","105"
"08/17/2009","Ozone","192","7","1","56","192","45","116"
"08/18/2009","Ozone","150","7","6","51","150","45","119"
"08/19/2009","Ozone","150","7","3","49","150","48","110"
"08/20/2009","Ozone","126","7","3","42","126","33","84"
"08/21/2009","PM2.5","80","9","10","55","80","44","80"
"08/22/2009","Ozone","133","10","6","61","133","42","79"
"08/23/2009","Ozone","112","6","1","25","112","32","80"
"08/24/2009","Ozone","84","7","4","48","84","37","70"
"08/25/2009","Ozone","90","10","9","60","90","42","59"
"08/26/2009","Ozone","174","19","7","87","174","70","165"
"08/27/2009","Ozone","159","24","17","70","159","56","157"
"08/28/2009","Ozone","177","14","10","67","177","54","82"
"08/29/2009","Ozone","197","13","3","66","197","52","77"
"08/30/2009","Ozone","214","20","7","52","214","59","115"
"08/31/2009","Ozone","203","24","9","87","203","59","156"
"09/01/2009","PM2.5","86","16","4","56","50","50","86"
"09/02/2009","Ozone","169","13","6","60","169","50","105"
"09/03/2009","Ozone","192","13","9","65","192","47","104"
"09/04/2009","Ozone","154","10","3","53","154","53","87"
"09/05/2009","Ozone","140","7","4","42","140","44","83"
"09/06/2009","Ozone","150","9","7","37","150","48","80"
"09/07/2009","Ozone","129","7","3","36","129","37","71"
"09/08/2009","Ozone","105","7","3","31","105","39","67"
"09/09/2009","Ozone","108","6","4","45","108","44","81"
"09/10/2009","PM2.5","81","10","6","61","77","50","81"
"09/11/2009","Ozone","74","11","7","57","74","42","69"
"09/12/2009","Ozone","105","7","3","35","105","38","75"
"09/13/2009","PM2.5","68","5","4","42","50","28","68"
"09/14/2009","PM2.5","52","3","3","36","36","22","52"
"09/15/2009","PM2.5","52","9","4","33","50","37","52"
"09/16/2009","Ozone","129","10","4","49","129","40","67"
"09/17/2009","Ozone","154","11","13","57","154","44","71"
"09/18/2009","Ozone","164","14","6","80","164","50","85"
"09/19/2009","Ozone","156","7","6","34","156","37","99"
"09/20/2009","Ozone","151","7","4","44","151","38","89"
"09/21/2009","Ozone","93","10","10","56","93","38","79"
"09/22/2009","NO2","79","15","4","79","71","61","69"
"09/23/2009","NO2","96","16","7","96","67","53","56"
"09/24/2009","NO2","84","19","10","84","80","51","64"
"09/25/2009","Ozone","100","18","11","88","100","55","73"
"09/26/2009","Ozone","164","17","6","101","164","52","81"
"09/27/2009","Ozone","200","14","7","63","200","39","94"
"09/28/2009","PM2.5","126","9","6","42","97","51","126"
"09/29/2009","PM2.5","88","7","3","42","51","51","88"
"09/30/2009","Ozone","61","9","3","55","61","54","60"
"10/01/2009","NO2","68","16","6","68","61","62","52"
"10/02/2009","Ozone","87","15","6","62","87","55","54"
"10/03/2009","Ozone","119","13","3","49","119","43","56"
"10/04/2009","PM2.5","51","6","1","23","45","44","51"
"10/05/2009","PM2.5","53","7","1","42","44","40","53"
"10/06/2009","PM2.5","59","14","3","39","44","43","59"
"10/07/2009","NO2","61","11","3","61","48","35","60"
"10/08/2009","PM2.5","72","15","3","45","64","48","72"
"10/09/2009","PM2.5","84","9","6","40","74","46","84"
"10/10/2009","Ozone","97","8","4","32","97","38","81"
"10/11/2009","Ozone","67","5","1","33","67","27","66"
"10/12/2009","PM2.5","55","8","1","37","41","24","55"
"10/13/2009","PM2.5","37","6","3","26","28","18","37"
"10/14/2009","PM2.5","39","7","1","28","30","16","39"
"10/15/2009","PM2.5","83","15","6","63","43","38","83"
"10/16/2009","NO2","82","30","9","82","45","38","64"
"10/17/2009","Ozone","77","23","3","57","77","24","65"
"10/18/2009","Ozone","119","15","3","43","119","22","95"
"10/19/2009","PM2.5","73","5","1","33","46","17","73"
"10/20/2009","PM2.5","48","10","4","40","45","22","48"
"10/21/2009","NO2","57","22","4","57","42","42","55"
"10/22/2009","NO2","68","15","3","68","46","48","67"
"10/23/2009","NO2","89","22","6","89","45","47","76"
"10/24/2009","Ozone","97","15","10","60","97","48","94"
"10/25/2009","Ozone","136","15","6","74","136","44","125"
"10/26/2009","NO2","57","22","4","57","47","47","53"
"10/27/2009","PM10","123","17","3","43","44","123","63"
"10/28/2009","PM10","67","3","1","29","42","67","38"
"10/29/2009","PM10","56","15","4","48","38","56","46"
"10/30/2009","PM2.5","64","20","4","54","35","51","64"
"10/31/2009","PM2.5","68","30","9","65","40","45","68"
"11/01/2009","PM2.5","64","31","9","63","58","39","64"
"11/02/2009","NO2","103","33","11","103","44","48","78"
"11/03/2009","NO2","104","23","13","104","37","56","79"
"11/04/2009","PM2.5","89","17","6","82","43","42","89"
"11/05/2009","PM2.5","101","9","6","44","44","36","101"
"11/06/2009","PM2.5","83","11","6","52","43","33","83"
"11/07/2009","PM2.5","99","19","4","52","44","41","99"
"11/08/2009","PM2.5","145","14","6","52","54","44","145"
"11/09/2009","PM2.5","95","20","6","78","44","47","95"
"11/10/2009","NO2","72","26","9","72","43","48","68"
"11/11/2009","PM2.5","74","23","10","68","39","44","74"
"11/12/2009","PM2.5","77","22","6","67","42","50","77"
"11/13/2009","PM2.5","66","14","1","44","43","31","66"
"11/14/2009","PM2.5","60","18","3","45","44","34","60"
"11/15/2009","PM2.5","67","26","7","56","44","38","67"
"11/16/2009","NO2","57","20","4","57","39","42","56"
"11/17/2009","NO2","70","26","6","70","34","46","58"
"11/18/2009","PM2.5","73","20","4","61","42","48","73"
"11/19/2009","PM2.5","88","23","10","70","35","52","88"
"11/20/2009","PM2.5","79","28","4","56","44","47","79"
"11/21/2009","PM2.5","82","22","4","44","48","53","82"
"11/22/2009","PM2.5","85","35","16","52","42","37","85"
"11/23/2009","PM2.5","82","26","6","62","40","51","82"
"11/24/2009","NO2","74","34","4","74","41","69","66"
"11/25/2009","PM10","76","40","7","58","38","76","70"
"11/26/2009","PM2.5","55","48","3","50","38","51","55"
"11/27/2009","PM2.5","70","33","3","42","41","45","70"
"11/28/2009","Ozone","36","14","4","34","36","26","35"
"11/29/2009","PM10","54","18","6","41","42","54","42"
"11/30/2009","PM2.5","57","31","7","53","35","56","57"
"12/01/2009","PM2.5","58","32","4","50","29","54","58"
"12/02/2009","PM2.5","65","14","3","46","32","39","65"
"12/03/2009","PM2.5","98","24","3","50","39","51","98"
"12/04/2009","PM2.5","85","25","4","58","38","51","85"
"12/05/2009","PM2.5","76","20","4","42","48","40","76"
"12/06/2009","PM2.5","59","10","3","40","43","30","59"
"12/07/2009","PM2.5","41","11","1","37","36","18","41"
"12/08/2009","PM2.5","51","20","16","40","34","31","51"
"12/09/2009","PM2.5","76","23","4","43","34","44","76"
"12/10/2009","PM2.5","93","25","6","51","30","47","93"
"12/11/2009","PM2.5","89","15","1","45","25","30","89"
"12/12/2009","Ozone","42","16","1","30","42","4","37"
"12/13/2009","Ozone","43","6","3","28","43","23","35"
"12/14/2009","PM2.5","62","20","7","42","35","37","62"
"12/15/2009","NO2","68","26","6","68","30","32","55"
"12/16/2009","PM2.5","59","20","6","45","31","26","59"
"12/17/2009","PM2.5","59","38","9","53","33","56","59"
"12/18/2009","PM2.5","77","23","4","58","31","50","77"
"12/19/2009","PM2.5","53","51","6","47","31","36","53"
"12/20/2009","PM2.5","59","33","4","45","29","33","59"
"12/21/2009","PM2.5","91","35","7","67","38","45","91"
"12/22/2009","PM2.5","56","23","3","44","41","26","56"
"12/23/2009","PM10","49","18","6","46","38","49","48"
"12/24/2009","PM2.5","106","26","10","54","37","50","106"
"12/25/2009","PM2.5","128","45","4","39","39","32","128"
"12/26/2009","PM2.5","116","26","3","42","28","32","116"
"12/27/2009","PM2.5","111","30","4","46","29","47","111"
"12/28/2009","PM2.5","59","22","3","51","35","24","59"
"12/29/2009","PM2.5","65","23","4","51","35","28","65"
"12/30/2009","PM2.5","70","17","1","42","36","18","70"
"12/31/2009","PM2.5","74","23","3","42","35","19","74"
