"Date","Main Pollutant","Overall AQI Value","CO","SO2","NO2","Ozone","PM10","PM25"
"03/21/2013","PM2.5","64","8","3","38","49","32","64"
"03/22/2013","PM2.5","74","6","1","40","64","51","74"
"03/23/2013","Ozone","87","7","0","33","87","40","79"
"03/24/2013","Ozone","119","8","3","45","119","40","100"
"03/25/2013","PM2.5","106","11","4","51","93","42","106"
"03/26/2013","PM2.5","106","13","1","40","101","49","106"
"03/27/2013","PM2.5","75","6","3","30","58","40","75"
"03/28/2013","PM2.5","85","6","6","37","44","34","85"
"03/29/2013","PM2.5","92","9","7","36","43","35","92"
"03/30/2013","PM2.5","73","7","6","31","51","26","73"
"03/31/2013","PM2.5","53","6","0","21","33","16","53"
"04/01/2013","PM2.5","48","6","1","25","41","18","48"
"04/02/2013","PM2.5","65","7","4","33","49","26","65"
"04/03/2013","PM2.5","86","10","7","34","74","41","86"
"04/04/2013","PM2.5","93","7","0","28","47","40","93"
"04/05/2013","PM2.5","62","6","3","26","44","25","62"
"04/06/2013","PM2.5","65","7","0","27","50","31","65"
"04/07/2013","PM2.5","67","7","0","28","50","29","67"
"04/08/2013","PM2.5","51","6","3","20","48","50","51"
"04/09/2013","Ozone","54","7","6","40","54","32","48"
"04/10/2013","Ozone","64","11","3","50","64","45","55"
"04/11/2013","Ozone","90","13","1","40","90","30","64"
"04/12/2013","PM2.5","79","7","1","30","74","42","79"
"04/13/2013","Ozone","87","6","0","23","87","44","86"
"04/14/2013","PM2.5","51","3","6","12","49","33","51"
"04/15/2013","PM2.5","54","5","0","25","48","21","54"
"04/16/2013","Ozone","46","6","1","28","46","40","45"
"04/17/2013","Ozone","50","7","1","42","50","24","27"
"04/18/2013","Ozone","58","13","3","50","58","38","41"
"04/19/2013","Ozone","80","14","6","50","80","32","50"
"04/20/2013","Ozone","105","8","4","44","105","36","72"
"04/21/2013","Ozone","154","8","4","35","154","35","79"
"04/22/2013","Ozone","122","5","3","30","122","42","87"
"04/23/2013","Ozone","74","5","3","30","74","44","72"
"04/24/2013","Ozone","87","5","1","25","87","41","73"
"04/25/2013","Ozone","74","5","4","27","74","29","55"
"04/26/2013","Ozone","93","8","3","36","93","28","58"
"04/27/2013","Ozone","112","9","6","36","112","38","73"
"04/28/2013","Ozone","169","7","0","28","169","48","89"
"04/29/2013","Ozone","133","6","1","30","133","51","83"
"04/30/2013","Ozone","93","5","0","22","93","38","69"
"05/01/2013","Ozone","93","5","0","29","93","31","63"
"05/02/2013","Ozone","115","10","1","63","115","57","63"
"05/03/2013","Ozone","169","11","6","62","169","31","75"
"05/04/2013","Ozone","156","11","0","55","156","44","76"
"05/05/2013","Ozone","67","5","6","14","67","31","63"
"05/06/2013","PM2.5","53","5","0","26","46","15","53"
"05/07/2013","PM2.5","53","6","0","27","49","19","53"
"05/08/2013","Ozone","58","5","1","28","58","27","55"
"05/09/2013","Ozone","67","6","1","31","67","31","64"
"05/10/2013","Ozone","84","6","1","33","84","36","80"
"05/11/2013","Ozone","140","9","0","40","140","44","95"
"05/12/2013","Ozone","172","10","1","50","172","25","87"
"05/13/2013","Ozone","147","13","3","79","147","28","73"
"05/14/2013","Ozone","100","6","1","35","100","35","66"
"05/15/2013","Ozone","87","5","0","25","87","46","73"
"05/16/2013","PM2.5","76","5","4","23","71","43","76"
"05/17/2013","Ozone","67","5","1","24","67","39","62"
"05/18/2013","Ozone","97","5","0","25","97","32","56"
"05/19/2013","Ozone","115","7","1","27","115","35","60"
"05/20/2013","Ozone","112","7","1","43","112","44","65"
"05/21/2013","Ozone","161","6","1","34","161","52","80"
"05/22/2013","Ozone","97","5","1","17","97","46","82"
"05/23/2013","Ozone","87","5","0","30","87","43","72"
"05/24/2013","Ozone","119","6","0","32","119","44","76"
"05/25/2013","Ozone","105","5","1","22","105","40","70"
"05/26/2013","Ozone","84","6","0","21","84","34","67"
"05/27/2013","Ozone","71","6","3","20","71","32","58"
"05/28/2013","PM2.5","59","5","3","24","54","32","59"
"05/29/2013","Ozone","77","5","3","28","77","33","62"
"05/30/2013","Ozone","126","6","1","25","126","42","76"
"05/31/2013","Ozone","112","5","4","33","112","51","82"
"06/01/2013","Ozone","187","7","3","28","187","54","98"
"06/02/2013","Ozone","150","14","0","14","150","73","82"
"06/03/2013","Ozone","93","5","0","26","93","44","64"
"06/04/2013","Ozone","101","5","1","24","101","33","59"
"06/05/2013","Ozone","143","5","0","28","143","35","62"
"06/06/2013","Ozone","100","6","4","36","100","40","70"
"06/07/2013","Ozone","119","6","1","41","119","43","75"
"06/08/2013","Ozone","136","5","0","20","136","35","79"
"06/09/2013","Ozone","122","5","0","15","122","29","69"
"06/10/2013","Ozone","71","5","1","25","71","27","53"
"06/11/2013","Ozone","112","6","1","36","112","29","50"
"06/12/2013","Ozone","93","5","6","37","93","37","68"
"06/13/2013","Ozone","119","6","3","29","119","39","74"
"06/14/2013","Ozone","161","6","0","28","161","40","70"
"06/15/2013","Ozone","150","5","3","23","150","43","73"
"06/16/2013","Ozone","140","5","3","24","140","42","72"
"06/17/2013","Ozone","119","7","3","28","119","44","77"
"06/18/2013","Ozone","100","7","1","29","100","43","70"
"06/19/2013","Ozone","64","5","1","34","64","54","58"
"06/20/2013","Ozone","101","7","6","40","101","42","66"
"06/21/2013","Ozone","126","6","3","38","126","44","69"
"06/22/2013","Ozone","140","5","0","34","140","44","68"
"06/23/2013","Ozone","90","5","3","14","90","40","68"
"06/24/2013","PM2.5","54","5","1","21","45","31","54"
"06/25/2013","Ozone","61","6","1","26","61","31","56"
"06/26/2013","Ozone","143","7","3","36","143","35","56"
"06/27/2013","Ozone","67","7","1","39","67","44","65"
"06/28/2013","Ozone","154","10","7","49","154","32","69"
"06/29/2013","Ozone","197","11","6","39","197","35","67"
"06/30/2013","Ozone","190","8","3","39","190","35","74"
"07/01/2013","Ozone","90","9","4","45","90","38","72"
"07/02/2013","Ozone","100","9","3","38","100","39","77"
"07/03/2013","Ozone","129","7","6","32","129","35","61"
"07/04/2013","Ozone","129","7","3","26","129","50","92"
"07/05/2013","PM2.5","163","6","1","22","108","73","163"
"07/06/2013","Ozone","119","6","1","19","119","30","66"
"07/07/2013","Ozone","150","6","9","22","150","38","76"
"07/08/2013","Ozone","129","9","14","37","129","43","68"
"07/09/2013","Ozone","166","9","30","54","166","52","74"
"07/10/2013","Ozone","80","7","1","38","80","40","71"
"07/11/2013","PM2.5","74","8","1","36","49","39","74"
"07/12/2013","PM2.5","77","6","4","31","77","35","77"
"07/13/2013","Ozone","115","7","4","28","115","37","85"
"07/14/2013","Ozone","166","6","14","28","166","38","74"
"07/15/2013","Ozone","74","6","1","28","74","44","67"
"07/16/2013","Ozone","101","7","1","37","101","28","54"
"07/17/2013","Ozone","119","8","4","45","119","27","51"
"07/18/2013","Ozone","169","7","3","43","169","34","63"
"07/19/2013","Ozone","169","7","7","39","169","49","74"
"07/20/2013","Ozone","150","6","1","26","150","45","81"
"07/21/2013","PM2.5","75","6","1","27","71","33","75"
"07/22/2013","Ozone","90","7","4","30","90","35","75"
"07/23/2013","Ozone","108","6","3","26","108","31","53"
"07/24/2013","Ozone","108","5","3","27","108","29","53"
"07/25/2013","Ozone","136","6","9","26","136","36","57"
"07/26/2013","Ozone","119","7","3","37","119","41","68"
"07/27/2013","Ozone","161","7","4","33","161","40","61"
"07/28/2013","Ozone","93","6","3","16","93","31","69"
"07/29/2013","Ozone","77","6","1","25","77","30","67"
"07/30/2013","Ozone","71","5","0","28","71","30","58"
"07/31/2013","Ozone","105","5","1","24","105","33","66"
"08/01/2013","Ozone","93","6","1","34","93","37","71"
"08/02/2013","Ozone","150","6","3","35","150","40","75"
"08/03/2013","Ozone","140","6","1","21","140","43","82"
"08/04/2013","Ozone","136","6","1","24","136","36","76"
"08/05/2013","Ozone","87","7","1","34","87","34","76"
"08/06/2013","Ozone","71","6","0","31","71","67","70"
"08/07/2013","Ozone","74","6","3","33","74","39","67"
"08/08/2013","Ozone","67","7","3","36","67","38","52"
"08/09/2013","Ozone","77","5","3","31","77","28","61"
"08/10/2013","Ozone","101","6","1","23","101","31","70"
"08/11/2013","Ozone","115","6","3","28","115","31","67"
"08/12/2013","Ozone","151","8","4","30","151","38","70"
"08/13/2013","Ozone","169","6","1","38","169","44","87"
"08/14/2013","Ozone","166","8","6","37","166","51","103"
"08/15/2013","Ozone","172","8","10","38","172","47","95"
"08/16/2013","Ozone","172","11","4","40","172","37","92"
"08/17/2013","Ozone","100","8","7","42","100","31","75"
"08/18/2013","Ozone","129","7","10","29","129","57","76"
"08/19/2013","Ozone","100","6","4","30","100","43","78"
"08/20/2013","Ozone","105","7","1","32","105","45","71"
"08/21/2013","Ozone","80","9","7","42","80","32","58"
"08/22/2013","Ozone","71","8","7","46","71","27","49"
"08/23/2013","Ozone","97","8","10","43","97","28","60"
"08/24/2013","Ozone","108","8","6","39","108","31","69"
"08/25/2013","Ozone","133","9","6","45","133","35","80"
"08/26/2013","PM2.5","58","13","10","50","51","40","58"
"08/27/2013","Ozone","74","8","9","49","74","35","58"
"08/28/2013","Ozone","67","11","10","43","67","31","60"
"08/29/2013","Ozone","77","13","11","47","77","28","57"
"08/30/2013","Ozone","105","11","3","45","105","28","56"
"08/31/2013","PM2.5","56","9","9","45","41","21","56"
"09/01/2013","PM2.5","47","7","3","27","38","15","47"
"09/02/2013","PM2.5","54","8","6","19","50","19","54"
"09/03/2013","PM2.5","57","10","10","37","48","22","57"
"09/04/2013","PM2.5","58","10","13","55","58","32","58"
"09/05/2013","Ozone","93","15","9","67","93","51","70"
"09/06/2013","Ozone","67","11","17","61","67","39","64"
"09/07/2013","Ozone","112","11","11","48","112","34","64"
"09/08/2013","Ozone","119","15","11","34","119","30","65"
"09/09/2013","Ozone","84","8","6","38","84","36","59"
"09/10/2013","PM2.5","69","7","3","32","64","35","69"
"09/11/2013","PM2.5","60","7","3","31","48","37","60"
"09/12/2013","Ozone","84","10","11","40","84","28","63"
"09/13/2013","Ozone","119","13","9","52","119","51","62"
"09/14/2013","Ozone","166","14","4","51","166","34","70"
"09/15/2013","Ozone","159","9","10","39","159","32","71"
"09/16/2013","Ozone","97","13","3","45","97","38","71"
"09/17/2013","Ozone","87","9","1","34","87","43","83"
"09/18/2013","Ozone","93","6","3","37","93","42","76"
"09/19/2013","Ozone","105","9","9","40","105","46","84"
"09/20/2013","Ozone","154","6","3","27","154","49","84"
"09/21/2013","Ozone","84","6","3","22","84","40","63"
"09/22/2013","Ozone","51","7","1","34","51","27","38"
"09/23/2013","Ozone","80","15","4","49","80","31","50"
"09/24/2013","Ozone","87","14","6","65","87","32","54"
"09/25/2013","Ozone","58","7","1","39","58","37","57"
"09/26/2013","PM2.5","49","7","4","33","43","39","49"
"09/27/2013","PM2.5","52","11","4","47","45","37","52"
"09/28/2013","Ozone","67","17","6","47","67","31","52"
"09/29/2013","Ozone","105","15","10","48","105","30","54"
"09/30/2013","PM2.5","69","14","9","49","64","34","69"
"10/01/2013","Ozone","93","11","1","42","93","36","63"
"10/02/2013","Ozone","74","6","3","29","74","36","63"
"10/03/2013","PM10","69","7","1","33","64","69","67"
"10/04/2013","PM2.5","74","13","6","49","67","57","74"
"10/05/2013","Ozone","67","19","10","58","67","26","43"
"10/06/2013","Ozone","90","17","6","55","90","18","46"
"10/07/2013","Ozone","80","20","11","57","80","43","61"
"10/08/2013","PM2.5","68","10","1","37","46","31","68"
"10/09/2013","PM2.5","48","6","1","28","40","20","48"
"10/10/2013","PM2.5","59","9","3","35","43","25","59"
"10/11/2013","PM2.5","67","14","3","42","50","32","67"
"10/12/2013","Ozone","80","13","4","39","80","30","67"
"10/13/2013","PM2.5","65","8","1","28","51","28","65"
"10/14/2013","PM2.5","66","13","3","51","51","24","66"
"10/15/2013","NO2","56","18","3","56","49","27","55"
"10/16/2013","NO2","57","19","4","57","47","24","55"
"10/17/2013","Ozone","87","22","7","58","87","31","57"
"10/18/2013","Ozone","77","19","13","67","77","37","65"
"10/19/2013","Ozone","74","20","7","61","74","33","73"
"10/20/2013","Ozone","105","15","4","40","105","34","87"
"10/21/2013","PM2.5","118","11","7","53","80","46","118"
"10/22/2013","PM2.5","87","13","6","62","58","51","87"
"10/23/2013","PM2.5","93","7","3","31","51","52","93"
"10/24/2013","PM2.5","95","8","1","36","64","51","95"
"10/25/2013","PM2.5","99","10","6","67","61","53","99"
"10/26/2013","PM2.5","117","17","4","60","61","44","117"
"10/27/2013","PM2.5","103","19","4","42","80","44","103"
"10/28/2013","PM10","40","6","1","25","38","40","35"
"10/29/2013","PM2.5","43","10","3","29","41","15","43"
"10/30/2013","PM2.5","54","14","6","39","42","21","54"
"10/31/2013","PM2.5","61","15","3","52","47","30","61"
"11/01/2013","PM2.5","66","22","4","62","45","28","66"
"11/02/2013","PM2.5","64","20","4","47","61","23","64"
"11/03/2013","Ozone","84","11","1","31","84","26","68"
"11/04/2013","PM2.5","56","11","4","39","48","38","56"
"11/05/2013","PM2.5","63","15","4","58","43","25","63"
"11/06/2013","PM2.5","56","15","9","51","40","36","56"
"11/07/2013","NO2","60","16","11","60","39","32","50"
"11/08/2013","PM2.5","62","24","9","53","40","34","62"
"11/09/2013","PM2.5","88","19","1","55","48","31","88"
"11/10/2013","PM2.5","85","17","3","46","84","31","85"
"11/11/2013","PM2.5","81","23","11","70","51","39","81"
"11/12/2013","PM2.5","86","26","3","81","31","61","86"
"11/13/2013","PM2.5","77","27","6","68","41","31","77"
"11/14/2013","NO2","80","19","9","80","40","31","61"
"11/15/2013","PM2.5","78","18","1","45","50","36","78"
"11/16/2013","PM2.5","62","10","1","35","46","26","62"
"11/17/2013","PM2.5","63","10","3","37","50","24","63"
"11/18/2013","PM2.5","66","18","3","39","49","34","66"
"11/19/2013","PM2.5","58","7","1","35","44","34","58"
"11/20/2013","PM2.5","60","9","1","35","39","30","60"
"11/21/2013","Ozone","37","7","1","34","37","10","34"
"11/22/2013","PM2.5","42","14","4","34","40","8","42"
"11/23/2013","PM2.5","47","14","7","34","37","11","47"
"11/24/2013","PM2.5","63","16","4","34","41","18","63"
"11/25/2013","PM2.5","72","18","4","46","35","19","72"
"11/26/2013","PM2.5","82","22","6","62","32","30","82"
"11/27/2013","PM2.5","74","28","6","63","34","23","74"
"11/28/2013","PM2.5","67","26","1","45","47","21","67"
"11/29/2013","PM2.5","79","22","1","39","26","22","79"
"11/30/2013","PM2.5","73","27","3","40","39","21","73"
"12/01/2013","PM2.5","62","20","3","41","38","18","62"
"12/02/2013","NO2","102","23","7","102","34","25","67"
"12/03/2013","PM2.5","65","31","3","47","40","24","65"
"12/04/2013","NO2","50","14","10","50","44","19","46"
"12/05/2013","PM2.5","58","16","3","48","44","25","58"
"12/06/2013","PM2.5","64","22","3","45","44","29","64"
"12/07/2013","PM2.5","61","17","1","41","37","17","61"
"12/08/2013","PM2.5","68","20","3","37","40","16","68"
"12/09/2013","PM2.5","71","24","4","53","44","22","71"
"12/10/2013","PM2.5","56","19","3","52","41","22","56"
"12/11/2013","PM2.5","56","19","10","52","36","27","56"
"12/12/2013","PM2.5","71","18","6","53","33","35","71"
"12/13/2013","PM2.5","103","22","3","49","33","32","103"
"12/14/2013","PM2.5","101","31","9","60","41","29","101"
"12/15/2013","PM2.5","74","36","3","46","39","22","74"
"12/16/2013","NO2","54","18","4","54","38","32","53"
"12/17/2013","PM2.5","75","23","10","70","33","44","75"
"12/18/2013","PM2.5","71","24","4","51","33","55","71"
"12/19/2013","PM2.5","52","9","1","41","36","16","52"
"12/20/2013","PM2.5","64","19","6","42","34","19","64"
"12/21/2013","PM2.5","94","24","1","36","35","26","94"
"12/22/2013","PM2.5","117","23","9","49","33","25","117"
"12/23/2013","PM2.5","92","28","7","58","35","23","92"
"12/24/2013","PM2.5","85","19","6","63","37","30","85"
"12/25/2013","PM2.5","100","38","7","44","44","15","100"
"12/26/2013","NO2","71","26","6","71","42","25","54"
"12/27/2013","NO2","65","28","4","65","35","30","55"
"12/28/2013","PM2.5","64","34","3","48","31","28","64"
"12/29/2013","PM2.5","70","19","3","49","43","28","70"
"12/30/2013","PM2.5","69","23","6","57","34","36","69"
"12/31/2013","PM2.5","96","39","16","66","26","44","96"
