ReportingArea,State,IssueDate,ForecastDate,ForecastPeriod,Parameter,AQI,AQI Category,LevelOfHealthConcern,ActionDayName,ActionDay,TimeZone,Latitude,Longitude,Acquired
Central LA CO,CA,5/21/2012 0:00,5/22/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/21/2012 0:00,5/22/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/21/2012 0:00,5/22/2012 0:00,Next Day,OZONE,44,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/21/2012 0:00,5/22/2012 0:00,Next Day,PM10,47,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/21/2012 0:00,5/22/2012 0:00,Next Day,PM2.5,77,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/22/2012 0:00,5/23/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/22/2012 0:00,5/23/2012 0:00,Next Day,NO2,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/22/2012 0:00,5/23/2012 0:00,Next Day,OZONE,44,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/22/2012 0:00,5/23/2012 0:00,Next Day,PM10,55,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/22/2012 0:00,5/23/2012 0:00,Next Day,PM2.5,92,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/23/2012 0:00,5/24/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/23/2012 0:00,5/24/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/23/2012 0:00,5/24/2012 0:00,Next Day,OZONE,44,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/23/2012 0:00,5/24/2012 0:00,Next Day,PM10,61,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/23/2012 0:00,5/24/2012 0:00,Next Day,PM2.5,97,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/24/2012 0:00,5/25/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/24/2012 0:00,5/25/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/24/2012 0:00,5/25/2012 0:00,Next Day,OZONE,39,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/24/2012 0:00,5/25/2012 0:00,Next Day,PM10,32,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/24/2012 0:00,5/25/2012 0:00,Next Day,PM2.5,52,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/25/2012 0:00,5/26/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/25/2012 0:00,5/26/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/25/2012 0:00,5/26/2012 0:00,Next Day,OZONE,39,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/25/2012 0:00,5/26/2012 0:00,Next Day,PM10,16,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/25/2012 0:00,5/26/2012 0:00,Next Day,PM2.5,29,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/26/2012 0:00,5/27/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/26/2012 0:00,5/27/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/26/2012 0:00,5/27/2012 0:00,Next Day,OZONE,38,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/26/2012 0:00,5/27/2012 0:00,Next Day,PM10,24,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/26/2012 0:00,5/27/2012 0:00,Next Day,PM2.5,36,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/27/2012 0:00,5/28/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/27/2012 0:00,5/28/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/27/2012 0:00,5/28/2012 0:00,Next Day,OZONE,35,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/27/2012 0:00,5/28/2012 0:00,Next Day,PM10,28,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/27/2012 0:00,5/28/2012 0:00,Next Day,PM2.5,42,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/28/2012 0:00,5/29/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/28/2012 0:00,5/29/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/28/2012 0:00,5/29/2012 0:00,Next Day,OZONE,42,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/28/2012 0:00,5/29/2012 0:00,Next Day,PM10,31,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/28/2012 0:00,5/29/2012 0:00,Next Day,PM2.5,49,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/29/2012 0:00,5/30/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/29/2012 0:00,5/30/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/29/2012 0:00,5/30/2012 0:00,Next Day,OZONE,31,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/29/2012 0:00,5/30/2012 0:00,Next Day,PM10,33,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/29/2012 0:00,5/30/2012 0:00,Next Day,PM2.5,55,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/30/2012 0:00,5/31/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/30/2012 0:00,5/31/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/30/2012 0:00,5/31/2012 0:00,Next Day,OZONE,41,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/30/2012 0:00,5/31/2012 0:00,Next Day,PM10,38,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/30/2012 0:00,5/31/2012 0:00,Next Day,PM2.5,62,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/31/2012 0:00,6/1/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/31/2012 0:00,6/1/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/31/2012 0:00,6/1/2012 0:00,Next Day,OZONE,41,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/31/2012 0:00,6/1/2012 0:00,Next Day,PM10,41,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,5/31/2012 0:00,6/1/2012 0:00,Next Day,PM2.5,67,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/1/2012 0:00,6/2/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/1/2012 0:00,6/2/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/1/2012 0:00,6/2/2012 0:00,Next Day,OZONE,46,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/1/2012 0:00,6/2/2012 0:00,Next Day,PM10,61,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/1/2012 0:00,6/2/2012 0:00,Next Day,PM2.5,103,3,Unhealthy for Sensitive Groups,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/2/2012 0:00,6/3/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/2/2012 0:00,6/3/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/2/2012 0:00,6/3/2012 0:00,Next Day,OZONE,44,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/2/2012 0:00,6/3/2012 0:00,Next Day,PM10,48,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/2/2012 0:00,6/3/2012 0:00,Next Day,PM2.5,67,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/3/2012 0:00,6/4/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/3/2012 0:00,6/4/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/3/2012 0:00,6/4/2012 0:00,Next Day,OZONE,31,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/3/2012 0:00,6/4/2012 0:00,Next Day,PM10,37,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/3/2012 0:00,6/4/2012 0:00,Next Day,PM2.5,60,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/4/2012 0:00,6/5/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/4/2012 0:00,6/5/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/4/2012 0:00,6/5/2012 0:00,Next Day,OZONE,31,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/4/2012 0:00,6/5/2012 0:00,Next Day,PM10,34,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/4/2012 0:00,6/5/2012 0:00,Next Day,PM2.5,55,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/5/2012 0:00,6/6/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/5/2012 0:00,6/6/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/5/2012 0:00,6/6/2012 0:00,Next Day,OZONE,24,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/5/2012 0:00,6/6/2012 0:00,Next Day,PM10,31,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/5/2012 0:00,6/6/2012 0:00,Next Day,PM2.5,57,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/6/2012 0:00,6/7/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/6/2012 0:00,6/7/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/6/2012 0:00,6/7/2012 0:00,Next Day,OZONE,42,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/6/2012 0:00,6/7/2012 0:00,Next Day,PM10,46,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/6/2012 0:00,6/7/2012 0:00,Next Day,PM2.5,74,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/7/2012 0:00,6/8/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/7/2012 0:00,6/8/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/7/2012 0:00,6/8/2012 0:00,Next Day,OZONE,42,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/7/2012 0:00,6/8/2012 0:00,Next Day,PM10,48,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/7/2012 0:00,6/8/2012 0:00,Next Day,PM2.5,77,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/8/2012 0:00,6/9/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/8/2012 0:00,6/9/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/8/2012 0:00,6/9/2012 0:00,Next Day,OZONE,46,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/8/2012 0:00,6/9/2012 0:00,Next Day,PM10,39,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/8/2012 0:00,6/9/2012 0:00,Next Day,PM2.5,62,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/9/2012 0:00,6/10/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/9/2012 0:00,6/10/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/9/2012 0:00,6/10/2012 0:00,Next Day,OZONE,48,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/9/2012 0:00,6/10/2012 0:00,Next Day,PM10,35,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/9/2012 0:00,6/10/2012 0:00,Next Day,PM2.5,57,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/10/2012 0:00,6/11/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/10/2012 0:00,6/11/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/10/2012 0:00,6/11/2012 0:00,Next Day,OZONE,38,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/10/2012 0:00,6/11/2012 0:00,Next Day,PM10,36,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/10/2012 0:00,6/11/2012 0:00,Next Day,PM2.5,65,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/11/2012 0:00,6/12/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/11/2012 0:00,6/12/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/11/2012 0:00,6/12/2012 0:00,Next Day,OZONE,46,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/11/2012 0:00,6/12/2012 0:00,Next Day,PM10,39,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/11/2012 0:00,6/12/2012 0:00,Next Day,PM2.5,74,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/12/2012 0:00,6/13/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/12/2012 0:00,6/13/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/12/2012 0:00,6/13/2012 0:00,Next Day,OZONE,41,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/12/2012 0:00,6/13/2012 0:00,Next Day,PM10,43,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/12/2012 0:00,6/13/2012 0:00,Next Day,PM2.5,60,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/13/2012 0:00,6/14/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/13/2012 0:00,6/14/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/13/2012 0:00,6/14/2012 0:00,Next Day,OZONE,38,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/13/2012 0:00,6/14/2012 0:00,Next Day,PM10,35,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/13/2012 0:00,6/14/2012 0:00,Next Day,PM2.5,57,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/14/2012 0:00,6/15/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/14/2012 0:00,6/15/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/14/2012 0:00,6/15/2012 0:00,Next Day,OZONE,38,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/14/2012 0:00,6/15/2012 0:00,Next Day,PM10,29,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/14/2012 0:00,6/15/2012 0:00,Next Day,PM2.5,45,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/15/2012 0:00,6/16/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/15/2012 0:00,6/16/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/15/2012 0:00,6/16/2012 0:00,Next Day,OZONE,39,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/15/2012 0:00,6/16/2012 0:00,Next Day,PM10,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/15/2012 0:00,6/16/2012 0:00,Next Day,PM2.5,55,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/16/2012 0:00,6/17/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/16/2012 0:00,6/17/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/16/2012 0:00,6/17/2012 0:00,Next Day,OZONE,41,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/16/2012 0:00,6/17/2012 0:00,Next Day,PM10,35,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/16/2012 0:00,6/17/2012 0:00,Next Day,PM2.5,62,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/17/2012 0:00,6/18/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/17/2012 0:00,6/18/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/17/2012 0:00,6/18/2012 0:00,Next Day,OZONE,38,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/17/2012 0:00,6/18/2012 0:00,Next Day,PM10,32,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/17/2012 0:00,6/18/2012 0:00,Next Day,PM2.5,60,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/18/2012 0:00,6/19/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/18/2012 0:00,6/19/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/18/2012 0:00,6/19/2012 0:00,Next Day,OZONE,42,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/18/2012 0:00,6/19/2012 0:00,Next Day,PM10,27,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/18/2012 0:00,6/19/2012 0:00,Next Day,PM2.5,42,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/19/2012 0:00,6/20/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/19/2012 0:00,6/20/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/19/2012 0:00,6/20/2012 0:00,Next Day,OZONE,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/19/2012 0:00,6/20/2012 0:00,Next Day,PM10,33,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/19/2012 0:00,6/20/2012 0:00,Next Day,PM2.5,55,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/20/2012 0:00,6/21/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/20/2012 0:00,6/21/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/20/2012 0:00,6/21/2012 0:00,Next Day,OZONE,46,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/20/2012 0:00,6/21/2012 0:00,Next Day,PM10,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/20/2012 0:00,6/21/2012 0:00,Next Day,PM2.5,49,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/21/2012 0:00,6/22/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/21/2012 0:00,6/22/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/21/2012 0:00,6/22/2012 0:00,Next Day,OZONE,41,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/21/2012 0:00,6/22/2012 0:00,Next Day,PM10,34,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/21/2012 0:00,6/22/2012 0:00,Next Day,PM2.5,65,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/22/2012 0:00,6/23/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/22/2012 0:00,6/23/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/22/2012 0:00,6/23/2012 0:00,Next Day,OZONE,48,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/22/2012 0:00,6/23/2012 0:00,Next Day,PM10,37,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/22/2012 0:00,6/23/2012 0:00,Next Day,PM2.5,60,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/23/2012 0:00,6/24/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/23/2012 0:00,6/24/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/23/2012 0:00,6/24/2012 0:00,Next Day,OZONE,46,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/23/2012 0:00,6/24/2012 0:00,Next Day,PM10,31,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/23/2012 0:00,6/24/2012 0:00,Next Day,PM2.5,55,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/24/2012 0:00,6/25/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/24/2012 0:00,6/25/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/24/2012 0:00,6/25/2012 0:00,Next Day,OZONE,39,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/24/2012 0:00,6/25/2012 0:00,Next Day,PM10,31,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/24/2012 0:00,6/25/2012 0:00,Next Day,PM2.5,55,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/25/2012 0:00,6/26/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/25/2012 0:00,6/26/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/25/2012 0:00,6/26/2012 0:00,Next Day,OZONE,39,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/25/2012 0:00,6/26/2012 0:00,Next Day,PM10,31,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/25/2012 0:00,6/26/2012 0:00,Next Day,PM2.5,55,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/26/2012 0:00,6/27/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/26/2012 0:00,6/27/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/26/2012 0:00,6/27/2012 0:00,Next Day,OZONE,46,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/26/2012 0:00,6/27/2012 0:00,Next Day,PM10,31,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/26/2012 0:00,6/27/2012 0:00,Next Day,PM2.5,52,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/27/2012 0:00,6/28/2012 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/27/2012 0:00,6/28/2012 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,6/27/2012 0:00,6/28/2012 0:00,Next Day,OZONE,47,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
