"Date","Main Pollutant","Overall AQI Value","CO","SO2","NO2","Ozone","PM10","PM25"
"08/01/2012","Ozone","156","7","4","34","156","35","76"
"08/02/2012","Ozone","156","9","4","34","156","39","73"
"08/03/2012","Ozone","129","7","3","28","129","41","72"
"08/04/2012","Ozone","150","5","1","22","150","42","72"
"08/05/2012","Ozone","169","5","6","26","169","32","56"
"08/06/2012","Ozone","129","10","3","42","129","41","67"
"08/07/2012","Ozone","156","8","3","41","156","62","79"
"08/08/2012","Ozone","174","6","4","43","174","51","80"
"08/09/2012","Ozone","156","11","7","49","156","52","79"
"08/10/2012","Ozone","192","9","9","55","192","51","80"
"08/11/2012","Ozone","205","9","9","34","205","47","87"
"08/12/2012","Ozone","187","7","10","32","187","37","67"
"08/13/2012","Ozone","190","9","11","36","190","59","65"
"08/14/2012","Ozone","136","8","1","41","136","39","60"
"08/15/2012","Ozone","122","8","10","43","122","37","66"
"08/16/2012","Ozone","126","14","7","63","126","37","66"
"08/17/2012","Ozone","129","10","10","50","129","42","64"
"08/18/2012","Ozone","133","9","7","40","133","32","61"
"08/19/2012","Ozone","136","7","6","25","136","31","60"
"08/20/2012","Ozone","115","7","1","33","115","36","74"
"08/21/2012","Ozone","90","6","3","29","90","39","81"
"08/22/2012","PM2.5","73","6","1","22","61","37","73"
"08/23/2012","Ozone","105","7","1","22","105","42","85"
"08/24/2012","Ozone","84","8","0","28","84","38","68"
"08/25/2012","Ozone","101","8","3","21","101","40","66"
"08/26/2012","Ozone","100","10","1","34","100","27","65"
"08/27/2012","Ozone","126","11","3","42","126","29","56"
"08/28/2012","Ozone","80","11","9","49","80","31","65"
"08/29/2012","Ozone","159","7","1","41","159","44","76"
"08/30/2012","Ozone","115","7","4","41","115","37","81"
"08/31/2012","Ozone","80","7","4","40","80","51","79"
"09/01/2012","Ozone","90","10","10","39","90","33","60"
"09/02/2012","Ozone","140","10","9","34","140","31","56"
"09/03/2012","PM2.5","160","9","10","32","154","40","160"
"09/04/2012","Ozone","101","9","11","49","101","36","68"
"09/05/2012","PM2.5","66","11","7","49","39","35","66"
"09/06/2012","PM2.5","64","8","16","45","61","39","64"
"09/07/2012","PM2.5","65","7","14","41","48","31","65"
"09/08/2012","Ozone","174","8","7","35","174","39","70"
"09/09/2012","Ozone","154","7","7","32","154","42","76"
"09/10/2012","PM2.5","79","8","4","42","71","61","79"
"09/11/2012","PM2.5","74","8","6","35","44","34","74"
"09/12/2012","Ozone","74","7","1","25","74","36","70"
"09/13/2012","Ozone","93","8","7","41","93","39","77"
"09/14/2012","Ozone","100","14","11","89","100","40","64"
"09/15/2012","Ozone","133","17","9","54","133","34","62"
"09/16/2012","Ozone","147","10","0","47","147","30","74"
"09/17/2012","Ozone","93","7","3","40","93","47","88"
"09/18/2012","Ozone","93","13","7","51","93","44","77"
"09/19/2012","Ozone","87","13","14","52","87","41","68"
"09/20/2012","Ozone","115","15","19","61","115","48","80"
"09/21/2012","Ozone","147","9","6","56","147","51","88"
"09/22/2012","Ozone","140","10","6","45","140","44","97"
"09/23/2012","Ozone","119","13","7","43","119","40","78"
"09/24/2012","PM2.5","64","8","4","37","48","44","64"
"09/25/2012","PM2.5","73","8","3","33","67","32","73"
"09/26/2012","PM2.5","82","7","7","45","80","41","82"
"09/27/2012","PM2.5","84","8","10","43","58","44","84"
"09/28/2012","PM2.5","77","9","6","42","50","42","77"
"09/29/2012","Ozone","87","13","16","54","87","36","71"
"09/30/2012","Ozone","154","13","9","46","154","42","72"
"10/01/2012","Ozone","105","14","27","72","105","38","74"
"10/02/2012","Ozone","100","16","19","66","100","46","72"
"10/03/2012","PM2.5","88","10","14","55","64","42","88"
"10/04/2012","Ozone","77","8","6","31","77","51","75"
"10/05/2012","PM2.5","89","8","6","32","71","51","89"
"10/06/2012","PM2.5","79","11","3","31","71","50","79"
"10/07/2012","Ozone","90","7","3","27","90","40","72"
"10/08/2012","PM2.5","69","8","4","31","47","41","69"
"10/09/2012","PM2.5","61","10","1","32","44","35","61"
"10/10/2012","PM2.5","45","7","3","28","40","19","45"
"10/11/2012","PM2.5","47","8","1","35","32","19","47"
"10/12/2012","PM2.5","48","11","1","31","38","22","48"
"10/13/2012","PM2.5","61","10","6","40","50","24","61"
"10/14/2012","PM2.5","61","15","6","42","54","31","61"
"10/15/2012","PM2.5","61","22","9","48","49","36","61"
"10/16/2012","Ozone","87","16","13","62","87","34","66"
"10/17/2012","Ozone","133","15","16","80","133","43","74"
"10/18/2012","NO2","71","18","6","71","42","34","52"
"10/19/2012","Ozone","87","7","6","36","87","37","62"
"10/20/2012","PM2.5","61","6","0","17","48","23","61"
"10/21/2012","Ozone","43","6","4","19","43","14","39"
"10/22/2012","PM2.5","51","6","1","22","44","44","51"
"10/23/2012","PM2.5","47","7","1","30","44","19","47"
"10/24/2012","Ozone","44","9","1","41","44","27","40"
"10/25/2012","NO2","55","13","1","55","45","33","51"
"10/26/2012","NO2","62","19","4","62","49","45","54"
"10/27/2012","NO2","60","26","11","60","58","33","48"
"10/28/2012","Ozone","84","20","6","55","84","27","55"
"10/29/2012","NO2","97","26","19","97","90","43","80"
"10/30/2012","PM2.5","99","16","14","67","87","51","99"
"10/31/2012","PM2.5","103","15","4","58","48","50","103"
"11/01/2012","PM2.5","107","9","6","43","44","52","107"
"11/02/2012","PM2.5","97","10","6","42","43","44","97"
"11/03/2012","PM2.5","98","20","3","56","58","48","98"
"11/04/2012","PM2.5","71","18","4","56","54","37","71"
"11/05/2012","NO2","72","24","7","72","44","36","52"
"11/06/2012","PM2.5","72","25","4","54","41","35","72"
"11/07/2012","PM2.5","138","10","6","50","51","51","138"
"11/08/2012","PM2.5","70","7","0","34","42","31","70"
"11/09/2012","Ozone","41","6","0","35","41","19","37"
"11/10/2012","Ozone","41","13","1","34","41","19","38"
"11/11/2012","PM2.5","53","11","9","44","43","22","53"
"11/12/2012","PM2.5","59","15","3","49","44","32","59"
"11/13/2012","NO2","61","22","3","61","41","38","56"
"11/14/2012","NO2","79","24","4","79","34","40","69"
"11/15/2012","PM2.5","81","25","3","68","30","38","81"
"11/16/2012","PM2.5","72","13","3","48","31","33","72"
"11/17/2012","PM2.5","56","7","0","33","33","14","56"
"11/18/2012","PM2.5","54","9","3","29","36","15","54"
"11/19/2012","PM2.5","53","15","4","35","35","23","53"
"11/20/2012","PM2.5","60","23","6","45","37","30","60"
"11/21/2012","PM2.5","82","16","3","49","38","39","82"
"11/22/2012","PM2.5","114","22","14","43","43","49","114"
"11/23/2012","PM2.5","101","24","4","76","44","38","101"
"11/24/2012","PM2.5","57","20","30","53","39","26","57"
"11/25/2012","PM2.5","89","19","1","35","42","28","89"
"11/26/2012","PM2.5","115","11","1","45","39","44","115"
"11/27/2012","PM2.5","101","19","10","50","42","44","101"
"11/28/2012","PM2.5","101","13","7","42","29","45","101"
"11/29/2012","PM2.5","69","11","1","31","31","20","69"
"11/30/2012","PM2.5","51","11","1","25","27","25","51"
"12/01/2012","PM2.5","45","9","1","25","33","19","45"
"12/02/2012","PM2.5","35","8","1","25","34","13","35"
"12/03/2012","PM2.5","44","10","1","31","35","13","44"
"12/04/2012","PM2.5","86","17","4","38","23","34","86"
"12/05/2012","PM2.5","107","22","4","58","31","42","107"
"12/06/2012","PM2.5","123","17","9","44","30","48","123"
"12/07/2012","PM2.5","144","25","9","64","35","56","144"
"12/08/2012","PM2.5","153","26","4","50","34","58","153"
"12/09/2012","PM2.5","163","27","7","44","36","60","163"
"12/10/2012","PM2.5","108","30","9","54","39","56","108"
"12/11/2012","PM2.5","85","25","6","51","34","49","85"
"12/12/2012","PM2.5","72","20","1","40","35","29","72"
"12/13/2012","PM2.5","43","16","1","33","39","12","43"
"12/14/2012","PM2.5","57","16","1","41","32","22","57"
"12/15/2012","PM2.5","53","17","1","32","38","13","53"
"12/16/2012","PM2.5","53","18","0","26","37","14","53"
"12/17/2012","PM2.5","59","18","1","37","38","21","59"
"12/18/2012","Ozone","37","16","3","29","37","17","30"
"12/19/2012","NO2","50","18","4","50","40","24","43"
"12/20/2012","NO2","54","16","3","54","36","29","52"
"12/21/2012","PM2.5","71","24","10","52","31","32","71"
"12/22/2012","PM2.5","80","34","4","42","31","37","80"
"12/23/2012","PM2.5","66","17","1","24","40","21","66"
"12/24/2012","PM2.5","57","16","0","32","36","17","57"
"12/25/2012","PM2.5","114","27","1","34","31","47","114"
"12/26/2012","PM2.5","74","30","1","36","39","27","74"
"12/27/2012","NO2","48","13","1","48","37","14","31"
"12/28/2012","PM2.5","63","19","4","46","33","26","63"
"12/29/2012","PM2.5","74","24","1","39","31","25","74"
"12/30/2012","PM2.5","74","22","1","37","34","27","74"
"12/31/2012","PM2.5","102","24","1","40","35","41","102"
