"Date","Main Pollutant","Overall AQI Value","CO","SO2","NO2","Ozone","PM10","PM25"
"02/23/2016","NO2","67","24","6","67","44","20","54"
"02/24/2016","NO2","55","15","4","55","49","41","35"
"02/25/2016","Ozone","67","17","3","64","67","23","58"
"02/26/2016","PM2.5","70","24","10","61","58","28","70"
"02/27/2016","Ozone","90","14","4","48","90","34","84"
"02/28/2016","Ozone","115","16","4","35","115","38","101"
"02/29/2016","PM2.5","109","10","4","51","84","39","109"
"03/01/2016","PM2.5","134","13","3","58","90","52","134"
"03/02/2016","PM2.5","124","13","7","55","74","44","124"
"03/03/2016","PM2.5","86","13","6","42","49","48","86"
"03/04/2016","PM2.5","85","11","3","39","47","42","85"
"03/05/2016","PM2.5","63","9","3","28","36","33","63"
"03/06/2016","PM2.5","45","7","1","24","45","15","45"
"03/07/2016","Ozone","44","7","1","36","44","25","33"
"03/08/2016","Ozone","44","13","4","40","44","10","35"
"03/09/2016","PM2.5","53","11","4","48","43","21","53"
"03/10/2016","PM2.5","62","17","3","45","38","21","62"
"03/11/2016","PM2.5","45","10","3","29","43","19","45"
"03/12/2016","PM2.5","50","10","1","29","42","16","50"
"03/13/2016","PM2.5","54","10","1","26","43","19","54"
"03/14/2016","Ozone","43","7","3","36","43","17","40"
"03/15/2016","PM2.5","54","15","3","42","46","25","54"
"03/16/2016","Ozone","77","20","7","66","77","23","54"
"03/17/2016","Ozone","100","16","6","45","100","29","67"
"03/18/2016","PM2.5","87","8","3","33","77","42","87"
"03/19/2016","Ozone","101","8","1","27","101","46","97"
"03/20/2016","PM2.5","113","11","3","25","97","46","113"
"03/21/2016","PM2.5","81","8","3","29","44","30","81"
"03/22/2016","Ozone","46","11","3","38","46","24","42"
"03/23/2016","NO2","48","17","1","48","44","18","37"
"03/24/2016","NO2","54","18","4","54","47","18","43"
"03/25/2016","Ozone","58","15","4","42","58","33","52"
"03/26/2016","Ozone","87","9","3","30","87","28","75"
"03/27/2016","Ozone","108","8","1","22","108","39","80"
"03/28/2016","PM2.5","56","7","1","33","45","27","56"
"03/29/2016","PM2.5","45","11","1","42","43","14","45"
"03/30/2016","PM2.5","52","9","1","36","45","18","52"
"03/31/2016","PM2.5","50","14","6","42","46","35","50"
"04/01/2016","PM2.5","64","10","3","37","48","30","64"
"04/02/2016","Ozone","101","10","4","37","101","32","71"
"04/03/2016","Ozone","87","9","6","35","87","19","63"
"04/04/2016","Ozone","64","10","6","46","64","22","57"
"04/05/2016","Ozone","105","10","13","47","105","27","62"
"04/06/2016","Ozone","74","14","7","55","74","52","64"
"04/07/2016","PM2.5","67","10","0","45","47","38","67"
"04/08/2016","PM2.5","67","8","1","31","38","37","67"
"04/09/2016","PM2.5","54","9","1","25","33","12","54"
"04/10/2016","PM2.5","49","9","4","26","41","15","49"
"04/11/2016","PM2.5","54","10","3","33","45","15","54"
"04/12/2016","PM2.5","54","11","4","29","51","23","54"
"04/13/2016","PM2.5","59","7","0","31","48","27","59"
"04/14/2016","Ozone","71","9","19","34","71","44","63"
"04/15/2016","PM2.5","50","9","1","41","50","36","50"
"04/16/2016","Ozone","61","18","7","44","61","21","49"
"04/17/2016","Ozone","97","17","3","40","97","19","48"
"04/18/2016","Ozone","108","18","3","55","108","29","48"
"04/19/2016","Ozone","115","18","4","60","115","23","55"
"04/20/2016","Ozone","108","15","9","64","108","19","58"
"04/21/2016","Ozone","112","11","4","47","112","31","45"
"04/22/2016","Ozone","50","7","3","31","50","31","42"
"04/23/2016","Ozone","67","7","3","30","67","23","41"
"04/24/2016","Ozone","77","7","3","25","77","28","51"
"04/25/2016","PM2.5","56","6","1","43","50","47","56"
"04/26/2016","Ozone","64","8","1","38","64","30","54"
"04/27/2016","PM2.5","65","9","1","33","64","31","65"
"04/28/2016","PM2.5","51","6","0","30","50","28","51"
"04/29/2016","PM2.5","58","7","1","28","58","29","58"
"04/30/2016","PM2.5","55","6","1","19","51","23","55"
"05/01/2016","Ozone","80","7","0","21","80","29","64"
"05/02/2016","Ozone","67","8","1","39","67","39","66"
"05/03/2016","Ozone","84","8","4","40","84","38","67"
"05/04/2016","Ozone","77","7","0","48","77","39","67"
"05/05/2016","PM2.5","42","6","1","32","41","19","42"
"05/06/2016","Ozone","44","8","0","29","44","11","35"
"05/07/2016","Ozone","46","10","1","25","46","13","38"
"05/08/2016","Ozone","44","7","0","24","44","13","34"
"05/09/2016","Ozone","50","8","1","37","50","20","49"
"05/10/2016","Ozone","77","7","1","33","77","25","58"
"05/11/2016","Ozone","101","7","1","40","101","35","65"
"05/12/2016","Ozone","105","7","4","34","105","71","69"
"05/13/2016","Ozone","115","6","7","36","115","38","87"
"05/14/2016","Ozone","77","6","1","15","77","29","76"
"05/15/2016","PM2.5","52","5","1","15","45","19","52"
"05/16/2016","PM2.5","59","5","3","27","49","25","59"
"05/17/2016","Ozone","64","5","1","37","64","34","57"
"05/18/2016","PM2.5","63","6","1","44","58","36","63"
"05/19/2016","Ozone","74","5","1","23","74","38","73"
"05/20/2016","PM2.5","54","5","0","22","54","34","54"
"05/21/2016","Ozone","48","6","1","24","48","18","41"
"05/22/2016","Ozone","48","6","3","21","48","19","43"
"05/23/2016","Ozone","49","7","3","28","49","21","40"
"05/24/2016","PM2.5","47","6","3","28","44","23","47"
"05/25/2016","Ozone","42","6","0","26","42","18","38"
"05/26/2016","PM2.5","53","7","1","33","46","22","53"
"05/27/2016","Ozone","87","6","3","29","87","34","58"
"05/28/2016","Ozone","108","5","1","23","108","38","74"
"05/29/2016","Ozone","90","5","1","13","90","29","56"
"05/30/2016","Ozone","101","6","1","15","101","26","56"
"05/31/2016","Ozone","100","6","0","26","100","35","79"
"06/01/2016","Ozone","100","6","3","34","100","40","82"
"06/02/2016","Ozone","190","7","3","43","190","42","88"
"06/03/2016","Ozone","166","7","11","46","166","47","103"
"06/04/2016","Ozone","209","8","6","36","209","38","92"
"06/05/2016","Ozone","140","6","3","24","140","31","64"
"06/06/2016","Ozone","108","6","3","25","108","30","68"
"06/07/2016","Ozone","84","5","3","33","84","31","68"
"06/08/2016","Ozone","164","5","4","30","164","38","75"
"06/09/2016","Ozone","133","6","4","30","133","43","79"
"06/10/2016","Ozone","105","6","3","20","105","38","71"
"06/11/2016","PM2.5","54","9","0","16","50","29","54"
"06/12/2016","Ozone","49","5","1","14","49","17","43"
"06/13/2016","Ozone","61","5","0","31","61","25","44"
"06/14/2016","Ozone","97","6","0","26","97","37","92"
"06/15/2016","Ozone","71","5","1","26","71","34","62"
"06/16/2016","Ozone","97","8","1","35","97","36","74"
"06/17/2016","Ozone","169","10","10","53","169","55","99"
"06/18/2016","Ozone","119","9","9","42","119","29","72"
"06/19/2016","Ozone","143","9","4","44","143","20","55"
"06/20/2016","Ozone","126","14","11","80","126","30","61"
"06/21/2016","Ozone","126","6","4","30","126","49","80"
"06/22/2016","Ozone","119","7","16","29","119","47","71"
"06/23/2016","Ozone","151","6","7","30","151","48","84"
"06/24/2016","Ozone","122","6","4","24","122","47","83"
"06/25/2016","Ozone","187","6","6","21","187","46","90"
"06/26/2016","Ozone","195","7","9","25","195","44","81"
"06/27/2016","Ozone","177","8","13","37","177","52","92"
"06/28/2016","Ozone","133","7","13","36","133","51","96"
"06/29/2016","Ozone","210","7","6","36","210","52","80"
"06/30/2016","Ozone","166","6","3","36","166","50","89"
"07/01/2016","Ozone","105","5","1","21","105","48","88"
"07/02/2016","Ozone","122","5","1","16","122","33","69"
"07/03/2016","Ozone","84","5","3","13","84","27","69"
"07/04/2016","Ozone","90","5","4","16","90","42","79"
"07/05/2016","Ozone","129","5","1","26","129","58","122"
"07/06/2016","Ozone","136","3","4","27","136","35","69"
"07/07/2016","Ozone","126","3","3","25","126","38","74"
"07/08/2016","Ozone","126","5","4","26","126","41","76"
"07/09/2016","Ozone","133","5","4","27","133","37","69"
"07/10/2016","Ozone","87","5","3","24","87","40","70"
"07/11/2016","Ozone","108","3","1","27","108","45","73"
"07/12/2016","Ozone","133","3","1","28","133","47","82"
"07/13/2016","Ozone","156","5","3","30","156","48","67"
"07/14/2016","Ozone","156","5","3","40","156","46","66"
"07/15/2016","Ozone","126","5","6","29","126","44","75"
"07/16/2016","Ozone","143","5","4","22","143","44","71"
"07/17/2016","Ozone","133","3","4","21","133","31","66"
"07/18/2016","Ozone","115","5","3","34","115","33","67"
"07/19/2016","Ozone","115","6","4","40","115","36","60"
"07/20/2016","Ozone","105","8","10","49","105","31","67"
"07/21/2016","Ozone","105","8","24","52","105","33","63"
"07/22/2016","Ozone","169","9","13","58","169","43","69"
"07/23/2016","PM2.5","201","9","3","44","182","60","201"
"07/24/2016","PM2.5","156","15","3","33","93","87","156"
"07/25/2016","PM2.5","134","17","11","30","90","65","134"
"07/26/2016","Ozone","133","8","9","31","133","40","67"
"07/27/2016","Ozone","112","10","7","36","112","42","65"
"07/28/2016","Ozone","172","6","1","31","172","44","70"
"07/29/2016","Ozone","206","7","7","40","206","55","76"
"07/30/2016","Ozone","122","5","4","24","122","95","91"
"07/31/2016","Ozone","101","5","3","17","101","52","64"
"08/01/2016","Ozone","105","6","4","30","105","32","65"
"08/02/2016","Ozone","119","5","4","30","119","34","61"
"08/03/2016","Ozone","122","5","3","27","122","36","65"
"08/04/2016","Ozone","147","6","3","28","147","37","75"
"08/05/2016","Ozone","136","5","6","38","136","44","82"
"08/06/2016","Ozone","140","5","3","21","140","35","71"
"08/07/2016","Ozone","136","5","1","16","136","34","74"
"08/08/2016","Ozone","156","5","1","31","156","41","87"
"08/09/2016","Ozone","129","5","3","27","129","37","82"
"08/10/2016","Ozone","119","5","4","30","119","41","74"
"08/11/2016","Ozone","129","5","3","40","129","38","71"
"08/12/2016","Ozone","77","5","3","35","77","35","66"
"08/13/2016","Ozone","136","5","4","26","136","30","66"
"08/14/2016","Ozone","172","6","3","35","172","32","65"
"08/15/2016","Ozone","112","8","9","45","112","31","61"
"08/16/2016","Ozone","97","8","7","50","97","55","63"
"08/17/2016","Ozone","115","9","9","53","115","31","59"
"08/18/2016","Ozone","84","9","13","41","84","40","65"
"08/19/2016","Ozone","100","6","0","36","100","35","74"
"08/20/2016","PM2.5","71","6","3","25","51","30","71"
"08/21/2016","Ozone","77","6","7","26","77","31","69"
"08/22/2016","PM2.5","77","7","4","34","58","43","77"
"08/23/2016","Ozone","122","8","3","42","122","41","75"
"08/24/2016","Ozone","129","8","3","36","129","44","77"
"08/25/2016","Ozone","140","7","1","30","140","44","81"
"08/26/2016","Ozone","97","5","0","19","97","38","82"
"08/27/2016","Ozone","108","5","1","24","108","38","81"
"08/28/2016","Ozone","126","6","4","22","126","35","78"
"08/29/2016","Ozone","161","9","3","45","161","47","84"
"08/30/2016","Ozone","187","8","3","42","187","51","84"
"08/31/2016","Ozone","151","7","6","40","151","51","81"
"09/01/2016","Ozone","80","9","1","35","80","51","73"
"09/02/2016","Ozone","84","5","1","25","84","46","79"
"09/03/2016","Ozone","87","3","3","14","87","32","67"
"09/04/2016","PM2.5","64","3","1","17","49","28","64"
"09/05/2016","PM2.5","70","5","1","18","67","33","70"
"09/06/2016","Ozone","93","7","1","34","93","44","71"
"09/07/2016","Ozone","129","7","1","38","129","45","80"
"09/08/2016","Ozone","97","5","3","33","97","38","81"
"09/09/2016","Ozone","87","5","1","38","87","43","80"
"09/10/2016","Ozone","108","8","3","33","108","37","77"
"09/11/2016","PM2.5","69","6","3","28","64","30","69"
"09/12/2016","PM2.5","74","5","3","25","46","32","74"
"09/13/2016","PM2.5","55","5","1","36","43","20","55"
"09/14/2016","Ozone","74","9","3","38","74","22","59"
"09/15/2016","Ozone","84","11","7","38","84","36","65"
"09/16/2016","Ozone","112","8","7","44","112","42","68"
"09/17/2016","Ozone","126","8","4","38","126","40","74"
"09/18/2016","Ozone","147","11","4","44","147","27","75"
"09/19/2016","PM2.5","73","10","10","54","64","37","73"
"09/20/2016","Ozone","71","16","3","45","71","36","62"
"09/21/2016","Ozone","84","11","3","41","84","33","60"
"09/22/2016","PM10","77","5","1","31","44","77","66"
"09/23/2016","PM2.5","63","8","6","43","46","44","63"
"09/24/2016","Ozone","80","18","17","55","80","27","59"
"09/25/2016","Ozone","112","15","9","50","112","36","60"
"09/26/2016","Ozone","64","16","3","62","64","24","55"
"09/27/2016","Ozone","64","14","6","56","64","52","59"
"09/28/2016","Ozone","77","8","6","43","77","34","61"
"09/29/2016","Ozone","97","13","7","62","97","28","61"
"09/30/2016","Ozone","71","10","20","52","71","26","64"
"10/01/2016","PM2.5","63","10","1","34","51","31","63"
"10/02/2016","Ozone","74","9","1","26","74","30","68"
"10/03/2016","PM2.5","55","10","1","42","47","48","55"
"10/04/2016","PM2.5","60","9","3","34","54","31","60"
"10/05/2016","Ozone","61","9","1","43","61","42","59"
"10/06/2016","Ozone","80","14","6","58","80","35","60"
"10/07/2016","Ozone","77","20","7","72","77","27","58"
"10/08/2016","Ozone","105","20","9","67","105","22","55"
"10/09/2016","Ozone","108","19","10","43","108","29","47"
"10/10/2016","NO2","63","15","4","63","46","26","54"
"10/11/2016","PM2.5","64","8","1","40","44","32","64"
"10/12/2016","PM2.5","73","7","3","41","45","37","73"
"10/13/2016","PM2.5","76","11","3","45","74","42","76"
"10/14/2016","PM2.5","82","8","4","45","77","50","82"
"10/15/2016","PM2.5","67","6","3","25","43","31","67"
"10/16/2016","PM10","53","5","0","16","36","53","47"
"10/17/2016","PM2.5","50","5","0","41","42","16","50"
"10/18/2016","NO2","62","10","3","62","45","31","53"
"10/19/2016","NO2","81","22","9","81","47","27","62"
"10/20/2016","NO2","71","25","6","71","51","21","51"
"10/21/2016","NO2","70","23","9","70","64","41","57"
"10/22/2016","Ozone","77","22","4","48","77","26","58"
"10/23/2016","PM2.5","63","13","1","31","40","20","63"
"10/24/2016","PM2.5","67","8","0","42","33","19","67"
"10/25/2016","PM2.5","60","10","4","40","43","25","60"
"10/26/2016","PM2.5","61","11","6","47","44","31","61"
"10/27/2016","NO2","66","13","6","66","42","45","63"
"10/28/2016","PM2.5","48","7","1","45","28","24","48"
"10/29/2016","PM2.5","51","10","1","36","30","15","51"
"10/30/2016","PM2.5","52","8","1","27","27","13","52"
"10/31/2016","PM2.5","52","7","1","41","37","14","52"
"11/01/2016","PM2.5","59","8","1","33","39","24","59"
"11/02/2016","NO2","66","20","3","66","44","33","54"
"11/03/2016","NO2","80","28","11","80","43","43","53"
"11/04/2016","NO2","58","24","4","58","37","25","57"
"11/05/2016","PM2.5","77","15","20","50","61","26","77"
"11/06/2016","PM2.5","81","11","4","36","58","28","81"
"11/07/2016","PM2.5","82","14","9","64","48","31","82"
"11/08/2016","NO2","95","24","11","95","47","52","64"
"11/09/2016","NO2","65","25","6","65","44","23","55"
"11/10/2016","NO2","72","16","7","72","44","30","56"
"11/11/2016","NO2","68","24","13","68","46","27","54"
"11/12/2016","PM2.5","62","19","7","52","46","35","62"
"11/13/2016","Ozone","74","19","14","48","74","28","60"
"11/14/2016","NO2","73","25","11","73","58","49","61"
"11/15/2016","PM2.5","68","19","7","61","50","38","68"
"11/16/2016","PM2.5","75","18","1","42","46","54","75"
"11/17/2016","NO2","74","13","1","74","44","31","55"
"11/18/2016","NO2","54","16","9","54","36","22","51"
"11/19/2016","PM2.5","69","23","16","48","40","24","69"
"11/20/2016","PM2.5","59","19","1","37","36","27","59"
"11/21/2016","NO2","42","8","0","42","36","11","30"
"11/22/2016","NO2","52","11","6","52","38","15","48"
"11/23/2016","PM2.5","62","20","4","53","39","22","62"
"11/24/2016","PM2.5","64","13","1","46","42","19","64"
"11/25/2016","PM2.5","80","18","14","43","38","21","80"
"11/26/2016","PM2.5","79","27","3","41","41","22","79"
"11/27/2016","PM2.5","49","10","13","32","39","11","49"
"11/28/2016","PM2.5","53","13","3","41","38","17","53"
"11/29/2016","PM2.5","53","15","3","51","37","20","53"
"11/30/2016","PM2.5","53","16","3","51","32","20","53"
"12/01/2016","PM2.5","62","18","3","50","34","19","62"
"12/02/2016","NO2","57","24","3","57","44","50","51"
"12/03/2016","PM2.5","60","33","4","55","41","21","60"
"12/04/2016","PM2.5","81","41","7","48","36","19","81"
"12/05/2016","PM2.5","81","26","3","44","37","28","81"
"12/06/2016","PM2.5","66","17","1","50","41","32","66"
"12/07/2016","PM2.5","74","19","1","56","37","31","74"
"12/08/2016","PM2.5","68","25","6","55","37","38","68"
"12/09/2016","PM2.5","78","16","7","47","27","43","78"
"12/10/2016","PM2.5","116","13","3","35","26","38","116"
"12/11/2016","PM2.5","97","8","1","28","28","36","97"
"12/12/2016","PM2.5","83","7","1","40","35","26","83"
"12/13/2016","PM2.5","95","10","4","46","31","48","95"
"12/14/2016","PM2.5","135","23","9","63","28","55","135"
"12/15/2016","PM2.5","106","19","11","58","25","40","106"
"12/16/2016","Ozone","39","8","3","26","39","18","28"
"12/17/2016","PM2.5","55","16","4","37","39","9","55"
"12/18/2016","PM2.5","60","28","1","43","44","13","60"
"12/19/2016","NO2","70","35","3","70","44","13","58"
"12/20/2016","NO2","77","17","3","77","40","61","45"
"12/21/2016","NO2","63","16","3","63","33","20","45"
"12/22/2016","PM2.5","48","13","1","43","32","11","48"
"12/23/2016","PM2.5","62","15","1","39","36","11","62"
"12/24/2016","PM2.5","45","8","1","25","40","6","45"
"12/25/2016","PM2.5","75","17","3","34","36","7","75"
"12/26/2016","PM2.5","64","19","1","42","37","22","64"
"12/27/2016","NO2","50","17","3","50","37","12","45"
"12/28/2016","PM2.5","59","16","4","57","35","19","59"
"12/29/2016","NO2","60","16","3","60","35","21","55"
"12/30/2016","PM2.5","50","18","3","48","34","17","50"
"12/31/2016","PM2.5","62","10","0","28","34","15","62"
