"Date","Main Pollutant","Overall AQI Value","CO","SO2","NO2","Ozone","PM10","PM25"
"04/03/2014","PM2.5","48","10","6","38","47","20","48"
"04/04/2014","PM2.5","48","7","3","34","46","19","48"
"04/05/2014","PM2.5","52","6","3","34","46","25","52"
"04/06/2014","Ozone","64","9","4","50","64","19","57"
"04/07/2014","Ozone","67","14","11","53","67","20","57"
"04/08/2014","Ozone","101","16","16","67","101","22","66"
"04/09/2014","Ozone","80","14","20","62","80","22","64"
"04/10/2014","PM2.5","81","14","11","72","49","27","81"
"04/11/2014","PM2.5","77","14","7","51","50","53","77"
"04/12/2014","PM2.5","70","8","6","37","51","33","70"
"04/13/2014","PM2.5","66","5","3","22","61","31","66"
"04/14/2014","Ozone","74","8","1","50","74","35","70"
"04/15/2014","Ozone","84","8","6","49","84","44","81"
"04/16/2014","PM2.5","89","6","3","24","77","51","89"
"04/17/2014","Ozone","101","8","1","26","101","51","84"
"04/18/2014","Ozone","71","8","3","28","71","36","64"
"04/19/2014","Ozone","74","8","3","32","74","37","72"
"04/20/2014","Ozone","119","8","6","27","119","39","76"
"04/21/2014","Ozone","108","8","6","34","108","42","88"
"04/22/2014","PM2.5","71","7","1","35","71","40","71"
"04/23/2014","Ozone","67","6","3","49","67","42","63"
"04/24/2014","Ozone","100","8","7","41","100","38","66"
"04/25/2014","PM2.5","64","5","1","37","58","30","64"
"04/26/2014","Ozone","49","5","3","25","49","15","40"
"04/27/2014","Ozone","67","6","3","26","67","25","57"
"04/28/2014","Ozone","80","7","4","50","80","28","60"
"04/29/2014","Ozone","93","11","3","62","93","56","63"
"04/30/2014","Ozone","126","19","3","74","126","35","82"
"05/01/2014","Ozone","108","16","4","64","108","32","59"
"05/02/2014","Ozone","150","13","11","81","150","23","62"
"05/03/2014","Ozone","159","8","6","55","159","26","69"
"05/04/2014","Ozone","122","8","9","44","122","32","64"
"05/05/2014","Ozone","74","5","1","24","74","42","60"
"05/06/2014","PM2.5","53","5","3","21","44","26","53"
"05/07/2014","PM2.5","61","6","3","34","46","33","61"
"05/08/2014","PM2.5","65","5","3","31","64","41","65"
"05/09/2014","Ozone","71","7","4","35","71","40","66"
"05/10/2014","Ozone","71","5","4","28","71","44","66"
"05/11/2014","PM10","61","6","9","34","58","61","58"
"05/12/2014","Ozone","74","13","9","53","74","25","45"
"05/13/2014","Ozone","97","11","3","58","97","20","52"
"05/14/2014","Ozone","105","11","4","63","105","20","54"
"05/15/2014","Ozone","119","13","3","64","119","18","51"
"05/16/2014","Ozone","177","11","6","61","177","40","76"
"05/17/2014","Ozone","177","9","3","42","177","53","91"
"05/18/2014","Ozone","97","6","7","17","97","44","82"
"05/19/2014","PM2.5","73","6","3","18","67","39","73"
"05/20/2014","PM2.5","60","5","1","18","43","24","60"
"05/21/2014","PM2.5","64","5","3","25","45","26","64"
"05/22/2014","PM2.5","66","8","1","27","46","30","66"
"05/23/2014","PM2.5","145","8","1","23","74","34","145"
"05/24/2014","PM2.5","79","8","1","23","67","30","79"
"05/25/2014","Ozone","122","8","1","16","122","33","75"
"05/26/2014","Ozone","156","9","3","20","156","39","80"
"05/27/2014","Ozone","154","9","4","25","154","46","89"
"05/28/2014","Ozone","119","6","6","23","119","39","91"
"05/29/2014","Ozone","112","8","1","24","112","43","79"
"05/30/2014","Ozone","136","9","3","45","136","42","92"
"05/31/2014","Ozone","136","8","4","35","136","40","85"
"06/01/2014","Ozone","151","9","3","32","151","38","80"
"06/02/2014","Ozone","97","8","4","34","97","43","77"
"06/03/2014","Ozone","105","9","6","37","105","33","69"
"06/04/2014","Ozone","119","9","4","44","119","54","67"
"06/05/2014","Ozone","143","9","1","30","143","45","84"
"06/06/2014","Ozone","126","8","1","29","126","48","82"
"06/07/2014","Ozone","122","8","1","20","122","49","90"
"06/08/2014","Ozone","195","9","1","21","195","50","89"
"06/09/2014","Ozone","177","8","1","27","177","54","95"
"06/10/2014","Ozone","119","9","0","25","119","44","85"
"06/11/2014","Ozone","93","8","0","23","93","38","69"
"06/12/2014","Ozone","101","8","1","23","101","41","72"
"06/13/2014","Ozone","97","8","1","23","97","21","76"
"06/14/2014","Ozone","122","9","1","21","122","23","83"
"06/15/2014","Ozone","97","8","1","18","97","32","79"
"06/16/2014","PM2.5","75","8","0","21","64","49","75"
"06/17/2014","PM2.5","66","9","1","27","49","24","66"
"06/18/2014","Ozone","74","10","4","26","74","37","71"
"06/19/2014","Ozone","108","15","6","37","108","46","77"
"06/20/2014","Ozone","126","9","1","47","126","52","84"
"06/21/2014","Ozone","143","9","1","29","143","44","79"
"06/22/2014","Ozone","105","8","1","19","105","38","83"
"06/23/2014","Ozone","115","8","3","25","115","49","85"
"06/24/2014","Ozone","129","9","3","23","129","53","89"
"06/25/2014","Ozone","126","8","6","25","126","51","89"
"06/26/2014","Ozone","80","9","3","25","80","47","79"
"06/27/2014","Ozone","93","9","1","17","93","44","71"
"06/28/2014","Ozone","115","9","1","20","115","42","79"
"06/29/2014","Ozone","151","9","1","17","151","40","85"
"06/30/2014","Ozone","136","9","1","22","136","48","85"
"07/01/2014","Ozone","133","8","0","24","133","47","76"
"07/02/2014","Ozone","151","8","0","29","151","46","79"
"07/03/2014","Ozone","177","10","1","36","177","51","96"
"07/04/2014","PM2.5","126","9","6","32","105","51","126"
"07/05/2014","PM2.5","151","10","3","24","100","62","151"
"07/06/2014","Ozone","80","8","4","21","80","44","74"
"07/07/2014","Ozone","122","8","1","25","122","39","67"
"07/08/2014","Ozone","119","8","0","26","119","50","75"
"07/09/2014","Ozone","119","8","0","23","119","45","78"
"07/10/2014","Ozone","100","8","0","21","100","60","73"
"07/11/2014","PM2.5","66","7","0","23","61","31","66"
"07/12/2014","Ozone","143","6","0","24","143","32","69"
"07/13/2014","Ozone","172","7","1","25","172","40","67"
"07/14/2014","PM2.5","74","6","1","24","50","48","74"
"07/15/2014","Ozone","80","6","1","22","80","41","69"
"07/16/2014","PM2.5","66","6","0","16","64","42","66"
"07/17/2014","PM2.5","58","6","0","16","47","30","58"
"07/18/2014","Ozone","67","7","0","21","67","27","59"
"07/19/2014","PM2.5","61","6","0","20","43","31","61"
"07/20/2014","Ozone","77","6","0","21","77","33","63"
"07/21/2014","Ozone","67","6","1","21","67","53","58"
"07/22/2014","PM2.5","57","6","9","26","54","55","57"
"07/23/2014","Ozone","93","8","9","40","93","40","56"
"07/24/2014","Ozone","147","10","7","47","147","40","64"
"07/25/2014","Ozone","126","7","1","30","126","49","75"
"07/26/2014","Ozone","115","7","6","29","115","48","80"
"07/27/2014","Ozone","126","6","3","27","126","38","70"
"07/28/2014","Ozone","90","6","7","34","90","59","66"
"07/29/2014","Ozone","143","8","4","41","143","41","73"
"07/30/2014","Ozone","179","8","4","38","179","51","71"
"07/31/2014","Ozone","205","13","4","34","205","53","72"
"08/01/2014","Ozone","172","7","3","35","172","53","74"
"08/02/2014","Ozone","101","7","6","33","101","51","83"
"08/03/2014","Ozone","108","9","3","34","108","29","75"
"08/04/2014","Ozone","84","7","4","30","84","34","66"
"08/05/2014","PM10","89","6","9","31","61","89","58"
"08/06/2014","Ozone","77","6","3","21","77","31","62"
"08/07/2014","Ozone","112","6","4","22","112","59","65"
"08/08/2014","Ozone","154","6","3","27","154","45","74"
"08/09/2014","Ozone","166","7","1","18","166","48","83"
"08/10/2014","Ozone","154","7","4","28","154","39","76"
"08/11/2014","Ozone","93","7","7","39","93","55","66"
"08/12/2014","Ozone","90","6","7","29","90","45","63"
"08/13/2014","PM2.5","63","6","3","25","51","41","63"
"08/14/2014","PM2.5","70","6","6","30","58","34","70"
"08/15/2014","PM2.5","63","9","10","41","48","59","63"
"08/16/2014","Ozone","67","9","13","36","67","25","60"
"08/17/2014","Ozone","126","8","3","28","126","29","61"
"08/18/2014","Ozone","112","8","6","38","112","55","69"
"08/19/2014","PM2.5","67","7","4","17","61","35","67"
"08/20/2014","Ozone","71","7","3","21","71","33","66"
"08/21/2014","PM2.5","62","6","6","28","58","51","62"
"08/22/2014","PM2.5","59","6","4","29","49","37","59"
"08/23/2014","Ozone","87","5","6","22","87","29","62"
"08/24/2014","Ozone","97","5","4","18","97","24","59"
"08/25/2014","Ozone","61","7","3","32","61","31","59"
"08/26/2014","Ozone","77","8","9","39","77","33","71"
"08/27/2014","Ozone","87","10","10","42","87","62","66"
"08/28/2014","Ozone","80","10","14","47","80","35","62"
"08/29/2014","Ozone","161","9","6","50","161","44","73"
"08/30/2014","Ozone","203","8","4","37","203","43","72"
"08/31/2014","Ozone","161","8","1","31","161","38","75"
"09/01/2014","Ozone","129","5","3","16","129","38","75"
"09/02/2014","Ozone","119","5","4","48","119","53","71"
"09/03/2014","Ozone","112","6","6","27","112","44","71"
"09/04/2014","Ozone","90","6","4","24","90","41","71"
"09/05/2014","Ozone","119","6","4","38","119","45","74"
"09/06/2014","Ozone","156","8","7","36","156","44","80"
"09/07/2014","Ozone","143","9","6","36","143","31","74"
"09/08/2014","PM2.5","72","7","6","37","48","55","72"
"09/09/2014","PM2.5","66","9","9","35","50","28","66"
"09/10/2014","Ozone","100","11","7","46","100","34","67"
"09/11/2014","Ozone","122","10","4","50","122","35","68"
"09/12/2014","Ozone","126","11","10","51","126","40","77"
"09/13/2014","Ozone","172","10","4","46","172","38","80"
"09/14/2014","Ozone","164","10","9","44","164","52","75"
"09/15/2014","Ozone","112","11","6","65","112","39","84"
"09/16/2014","Ozone","187","9","7","57","187","42","73"
"09/17/2014","Ozone","101","13","4","49","101","32","70"
"09/18/2014","PM2.5","62","5","4","23","39","27","62"
"09/19/2014","PM2.5","65","6","3","23","51","24","65"
"09/20/2014","PM2.5","71","6","3","24","61","31","71"
"09/21/2014","Ozone","74","6","1","20","74","25","63"
"09/22/2014","Ozone","77","9","6","36","77","32","65"
"09/23/2014","Ozone","97","10","4","46","97","33","70"
"09/24/2014","PM2.5","63","10","10","52","54","31","63"
"09/25/2014","NO2","60","11","6","60","38","45","59"
"09/26/2014","PM2.5","55","7","4","25","48","51","55"
"09/27/2014","PM2.5","63","6","3","24","50","24","63"
"09/28/2014","PM2.5","65","5","1","25","50","22","65"
"09/29/2014","Ozone","61","8","3","34","61","30","60"
"09/30/2014","Ozone","90","11","4","40","90","26","67"
"10/01/2014","Ozone","87","10","3","43","87","35","72"
"10/02/2014","Ozone","71","10","4","52","71","42","57"
"10/03/2014","Ozone","101","17","7","65","101","20","55"
"10/04/2014","Ozone","112","19","7","72","112","24","63"
"10/05/2014","Ozone","190","13","1","45","190","23","66"
"10/06/2014","Ozone","143","15","6","58","143","31","68"
"10/07/2014","Ozone","129","15","4","53","129","31","67"
"10/08/2014","Ozone","126","13","3","48","126","56","68"
"10/09/2014","PM2.5","72","7","0","26","71","37","72"
"10/10/2014","Ozone","105","7","1","29","105","43","83"
"10/11/2014","Ozone","112","8","3","35","112","44","84"
"10/12/2014","Ozone","147","9","1","29","147","44","95"
"10/13/2014","PM2.5","92","11","1","47","71","45","92"
"10/14/2014","PM2.5","84","7","1","30","74","51","84"
"10/15/2014","PM2.5","59","7","3","27","42","26","59"
"10/16/2014","Ozone","74","10","1","30","74","35","64"
"10/17/2014","Ozone","90","10","1","33","90","36","65"
"10/18/2014","Ozone","93","9","1","36","93","38","63"
"10/19/2014","Ozone","80","13","3","29","80","34","65"
"10/20/2014","PM2.5","73","9","1","30","61","44","73"
"10/21/2014","PM2.5","74","8","7","42","49","43","74"
"10/22/2014","Ozone","77","15","3","54","77","40","67"
"10/23/2014","Ozone","100","23","1","70","100","37","85"
"10/24/2014","Ozone","84","26","3","77","84","34","81"
"10/25/2014","PM2.5","60","14","4","49","50","27","60"
"10/26/2014","PM2.5","55","11","1","37","47","31","55"
"10/27/2014","PM2.5","62","11","4","41","51","36","62"
"10/28/2014","PM2.5","64","16","4","44","61","40","64"
"10/29/2014","Ozone","84","20","7","60","84","30","61"
"10/30/2014","Ozone","71","16","6","53","71","41","65"
"10/31/2014","PM2.5","66","10","1","33","39","28","66"
"11/01/2014","PM2.5","53","7","1","26","44","8","53"
"11/02/2014","NO2","95","9","1","95","44","11","58"
"11/03/2014","PM2.5","48","15","3","46","41","16","48"
"11/04/2014","NO2","64","19","10","64","44","18","51"
"11/05/2014","NO2","86","25","17","86","38","12","72"
"11/06/2014","PM2.5","75","16","9","55","36","19","75"
"11/07/2014","NO2","57","19","3","57","47","34","55"
"11/08/2014","NO2","82","30","3","82","49","19","73"
"11/09/2014","Ozone","97","20","1","45","97","35","79"
"11/10/2014","PM2.5","89","7","0","31","54","41","89"
"11/11/2014","PM2.5","62","7","1","32","42","21","62"
"11/12/2014","PM2.5","52","5","0","37","43","22","52"
"11/13/2014","PM2.5","59","15","6","40","40","32","59"
"11/14/2014","PM2.5","69","9","1","34","42","30","69"
"11/15/2014","PM2.5","64","18","1","30","44","26","64"
"11/16/2014","PM2.5","64","10","1","43","48","30","64"
"11/17/2014","NO2","49","14","1","49","43","17","38"
"11/18/2014","NO2","47","18","0","47","33","19","42"
"11/19/2014","PM2.5","56","23","3","45","43","33","56"
"11/20/2014","PM2.5","57","14","1","46","38","25","57"
"11/21/2014","PM2.5","48","11","0","39","39","20","48"
"11/22/2014","PM10","63","17","1","39","37","63","51"
"11/23/2014","PM2.5","55","19","1","46","43","19","55"
"11/24/2014","NO2","67","23","1","67","42","22","43"
"11/25/2014","NO2","54","24","1","54","36","36","41"
"11/26/2014","NO2","87","30","1","87","36","33","72"
"11/27/2014","PM2.5","58","27","1","47","44","25","58"
"11/28/2014","PM2.5","91","42","3","48","42","24","91"
"11/29/2014","PM2.5","69","32","1","42","54","21","69"
"11/30/2014","PM2.5","54","7","6","25","38","12","54"
"12/01/2014","PM2.5","94","19","0","39","26","26","94"
"12/02/2014","NO2","103","19","4","103","23","10","40"
"12/03/2014","PM2.5","29","8","0","25","19","9","29"
"12/04/2014","PM2.5","48","9","0","27","34","19","48"
"12/05/2014","PM2.5","71","17","3","44","27","30","71"
"12/06/2014","PM2.5","67","19","1","35","34","28","67"
"12/07/2014","PM2.5","57","14","6","34","36","23","57"
"12/08/2014","NO2","57","13","3","57","35","16","53"
"12/09/2014","PM2.5","63","22","1","48","39","16","63"
"12/10/2014","PM2.5","89","23","4","50","28","24","89"
"12/11/2014","PM2.5","85","18","1","34","42","29","85"
"12/12/2014","Ozone","44","9","0","34","44","8","33"
"12/13/2014","PM2.5","58","14","0","32","40","15","58"
"12/14/2014","PM2.5","62","18","6","34","39","11","62"
"12/15/2014","PM2.5","70","26","1","42","31","13","70"
"12/16/2014","PM2.5","62","9","0","39","22","16","62"
"12/17/2014","PM2.5","43","10","1","39","37","8","43"
"12/18/2014","PM2.5","72","19","1","38","32","16","72"
"12/19/2014","PM2.5","76","25","1","47","30","36","76"
"12/20/2014","PM2.5","88","24","1","37","33","29","88"
"12/21/2014","PM2.5","114","19","6","39","33","25","114"
"12/22/2014","PM2.5","103","28","9","56","31","16","103"
"12/23/2014","PM2.5","70","27","10","66","34","29","70"
"12/24/2014","PM2.5","65","28","4","43","36","12","65"
"12/25/2014","PM2.5","76","14","1","30","43","18","76"
"12/26/2014","NO2","41","28","4","41","39","8","39"
"12/27/2014","PM2.5","53","19","10","37","41","11","53"
"12/28/2014","PM2.5","80","24","6","40","37","16","80"
"12/29/2014","PM2.5","97","22","1","42","36","16","97"
"12/30/2014","PM2.5","72","17","1","43","41","23","72"
"12/31/2014","PM2.5","89","16","3","42","40","33","89"
