"Date","Main Pollutant","Overall AQI Value","CO","SO2","NO2","Ozone","PM10","PM25"
"02/05/2008","NO2","54","28","6","54","37","24","48"
"02/06/2008","PM2.5","72","24","20","55","33","33","72"
"02/07/2008","PM2.5","74","27","6","71","33","31","74"
"02/08/2008","SO2","106","36","106","85","38","41","94"
"02/09/2008","PM2.5","71","41","43","56","38","27","71"
"02/10/2008","PM2.5","82","36","20","62","40","27","82"
"02/11/2008","NO2","91","31","13","91","37","37","87"
"02/12/2008","PM2.5","94","49","21","77","39","55","94"
"02/13/2008","PM2.5","94","19","4","68","35","32","94"
"02/14/2008","PM2.5","60","13","9","44","40","34","60"
"02/15/2008","NO2","49","17","16","49","41","23","40"
"02/16/2008","PM2.5","67","17","9","47","39","30","67"
"02/17/2008","PM2.5","92","15","11","46","49","31","92"
"02/18/2008","PM2.5","103","19","9","60","45","51","103"
"02/19/2008","PM2.5","86","8","7","46","42","32","86"
"02/20/2008","PM2.5","59","7","6","43","35","17","59"
"02/21/2008","PM2.5","54","9","4","36","36","25","54"
"02/22/2008","NO2","45","8","3","45","41","17","42"
"02/23/2008","PM2.5","48","13","4","41","36","19","48"
"02/24/2008","PM2.5","55","11","3","41","40","17","55"
"02/25/2008","PM2.5","66","18","10","49","39","30","66"
"02/26/2008","NO2","70","30","6","70","44","27","49"
"02/27/2008","NO2","57","22","6","57","44","25","48"
"02/28/2008","PM2.5","73","17","7","63","43","34","73"
"02/29/2008","PM2.5","93","14","3","50","48","32","93"
"03/01/2008","PM2.5","84","11","4","40","49","39","84"
"03/02/2008","PM2.5","84","23","10","55","51","27","84"
"03/03/2008","NO2","57","38","7","57","44","31","55"
"03/04/2008","PM2.5","63","16","7","58","35","33","63"
"03/05/2008","NO2","84","16","9","84","47","33","75"
"03/06/2008","NO2","72","18","10","72","50","30","64"
"03/07/2008","NO2","77","22","13","77","48","44","67"
"03/08/2008","PM2.5","73","18","10","56","67","34","73"
"03/09/2008","Ozone","77","13","7","62","77","26","64"
"03/10/2008","NO2","74","18","7","74","58","26","50"
"03/11/2008","NO2","80","26","6","80","61","33","72"
"03/12/2008","PM2.5","93","20","6","80","47","43","93"
"03/13/2008","PM2.5","89","15","9","67","40","46","89"
"03/14/2008","PM2.5","64","8","4","42","47","30","64"
"03/15/2008","PM2.5","55","9","4","39","44","25","55"
"03/16/2008","NO2","46","8","4","46","42","13","26"
"03/17/2008","NO2","55","22","13","55","44","24","45"
"03/18/2008","PM2.5","60","17","7","55","40","32","60"
"03/19/2008","PM2.5","92","14","17","56","48","41","92"
"03/20/2008","PM2.5","99","10","11","54","44","34","99"
"03/21/2008","PM2.5","77","22","13","67","45","46","77"
"03/22/2008","NO2","78","17","10","78","51","32","58"
"03/23/2008","NO2","76","19","4","76","67","38","48"
"03/24/2008","NO2","68","23","17","68","67","40","61"
"03/25/2008","PM2.5","96","14","11","66","48","51","96"
"03/26/2008","PM2.5","95","10","6","51","44","36","95"
"03/27/2008","PM2.5","61","14","11","44","50","31","61"
"03/28/2008","PM2.5","70","10","9","52","54","35","70"
"03/29/2008","PM2.5","67","7","4","46","51","30","67"
"03/30/2008","PM2.5","52","6","6","39","44","20","52"
"03/31/2008","PM2.5","63","8","4","51","49","36","63"
"04/01/2008","PM2.5","73","11","3","39","47","31","73"
"04/02/2008","PM2.5","67","7","10","37","44","31","67"
"04/03/2008","PM2.5","44","8","3","35","44","13","44"
"04/04/2008","PM2.5","88","9","16","40","48","28","88"
"04/05/2008","PM2.5","81","7","7","29","45","28","81"
"04/06/2008","PM2.5","68","7","10","29","61","27","68"
"04/07/2008","PM2.5","68","10","11","40","54","27","68"
"04/08/2008","PM2.5","62","11","7","42","49","31","62"
"04/09/2008","PM2.5","58","11","6","42","51","31","58"
"04/10/2008","Ozone","71","10","19","60","71","38","64"
"04/11/2008","Ozone","80","22","10","70","80","44","63"
"04/12/2008","Ozone","87","15","7","58","87","55","55"
"04/13/2008","Ozone","93","16","6","55","93","27","45"
"04/14/2008","Ozone","87","22","10","58","87","40","66"
"04/15/2008","PM2.5","70","6","10","40","67","52","70"
"04/16/2008","Ozone","80","8","7","56","80","41","73"
"04/17/2008","Ozone","90","20","11","72","90","41","72"
"04/18/2008","Ozone","108","24","10","81","108","50","77"
"04/19/2008","Ozone","77","7","4","29","77","43","66"
"04/20/2008","Ozone","90","7","7","34","90","46","70"
"04/21/2008","Ozone","97","8","7","50","97","38","76"
"04/22/2008","Ozone","108","11","10","46","108","54","66"
"04/23/2008","Ozone","64","7","9","42","64","47","63"
"04/24/2008","Ozone","77","7","9","52","77","41","60"
"04/25/2008","Ozone","93","16","13","65","93","52","64"
"04/26/2008","Ozone","108","16","6","62","108","47","58"
"04/27/2008","Ozone","122","18","7","66","122","50","61"
"04/28/2008","Ozone","140","15","14","76","140","55","73"
"04/29/2008","Ozone","122","9","7","66","122","59","73"
"04/30/2008","Ozone","84","6","7","36","84","60","68"
"05/01/2008","Ozone","80","8","14","58","80","58","67"
"05/02/2008","Ozone","129","10","26","68","129","42","66"
"05/03/2008","Ozone","143","10","14","65","143","55","74"
"05/04/2008","Ozone","108","8","4","36","108","42","69"
"05/05/2008","Ozone","67","6","3","29","67","32","56"
"05/06/2008","PM2.5","72","7","6","45","67","39","72"
"05/07/2008","PM2.5","62","6","4","38","47","36","62"
"05/08/2008","Ozone","77","8","7","50","77","39","73"
"05/09/2008","PM2.5","79","8","6","40","64","42","79"
"05/10/2008","Ozone","101","8","6","40","101","44","85"
"05/11/2008","Ozone","133","7","4","34","133","50","84"
"05/12/2008","PM2.5","76","7","10","39","71","46","76"
"05/13/2008","Ozone","90","8","9","50","90","51","64"
"05/14/2008","Ozone","115","11","87","63","115","57","81"
"05/15/2008","NO2","82","11","20","82","77","63","77"
"05/16/2008","Ozone","84","10","13","74","84","32","61"
"05/17/2008","Ozone","164","11","9","68","164","49","58"
"05/18/2008","Ozone","214","9","16","61","214","40","74"
"05/19/2008","Ozone","187","13","9","65","187","57","77"
"05/20/2008","Ozone","129","8","4","43","129","55","77"
"05/21/2008","PM10","99","7","7","35","67","99","70"
"05/22/2008","PM2.5","70","6","9","34","50","58","70"
"05/23/2008","PM2.5","63","5","6","29","40","50","63"
"05/24/2008","Ozone","47","6","6","36","47","22","34"
"05/25/2008","Ozone","51","7","6","42","51","22","39"
"05/26/2008","Ozone","45","7","7","33","45","21","38"
"05/27/2008","Ozone","50","7","7","35","50","23","42"
"05/28/2008","Ozone","46","7","17","37","46","28","43"
"05/29/2008","Ozone","58","7","7","35","58","31","43"
"05/30/2008","PM2.5","97","8","10","39","84","36","97"
"05/31/2008","Ozone","93","9","7","36","93","33","64"
"06/01/2008","Ozone","147","7","9","37","147","34","61"
"06/02/2008","PM2.5","71","8","7","35","67","50","71"
"06/03/2008","PM2.5","83","7","9","34","77","72","83"
"06/04/2008","Ozone","87","8","4","33","87","54","72"
"06/05/2008","Ozone","100","9","7","45","100","54","78"
"06/06/2008","Ozone","154","8","7","48","154","53","72"
"06/07/2008","Ozone","147","8","6","47","147","35","72"
"06/08/2008","Ozone","174","7","10","42","174","53","87"
"06/09/2008","Ozone","190","9","7","45","190","45","104"
"06/10/2008","Ozone","115","8","3","40","115","61","107"
"06/11/2008","Ozone","115","7","4","33","115","65","80"
"06/12/2008","Ozone","136","7","13","42","136","48","83"
"06/13/2008","Ozone","151","10","6","45","151","52","85"
"06/14/2008","Ozone","187","9","6","43","187","42","78"
"06/15/2008","Ozone","214","13","10","43","214","50","94"
"06/16/2008","Ozone","185","11","20","60","185","44","90"
"06/17/2008","Ozone","174","13","10","73","174","57","88"
"06/18/2008","Ozone","187","11","16","77","187","48","87"
"06/19/2008","Ozone","195","13","14","81","195","61","87"
"06/20/2008","Ozone","205","11","16","94","205","54","84"
"06/21/2008","Ozone","213","11","6","58","213","45","77"
"06/22/2008","Ozone","206","9","7","42","206","39","75"
"06/23/2008","Ozone","192","10","11","45","192","52","83"
"06/24/2008","Ozone","174","9","10","38","174","55","88"
"06/25/2008","Ozone","172","9","4","33","172","54","101"
"06/26/2008","Ozone","112","9","4","44","112","60","100"
"06/27/2008","Ozone","151","11","4","51","151","53","102"
"06/28/2008","Ozone","166","10","6","36","166","44","91"
"06/29/2008","Ozone","154","10","7","39","154","41","80"
"06/30/2008","Ozone","93","13","13","44","93","44","79"
"07/01/2008","Ozone","112","10","9","49","112","44","70"
"07/02/2008","Ozone","190","14","10","57","190","48","83"
"07/03/2008","Ozone","203","15","10","62","203","58","107"
"07/04/2008","Ozone","207","14","16","57","207","69","148"
"07/05/2008","Ozone","197","11","9","39","197","72","162"
"07/06/2008","Ozone","185","13","6","34","185","54","113"
"07/07/2008","Ozone","166","13","10","51","166","55","127"
"07/08/2008","Ozone","192","13","10","44","192","46","107"
"07/09/2008","Ozone","174","14","6","53","174","51","90"
"07/10/2008","Ozone","164","13","3","42","164","47","89"
"07/11/2008","PM2.5","81","15","7","40","77","38","81"
"07/12/2008","Ozone","101","13","30","29","101","33","69"
"07/13/2008","Ozone","100","11","6","31","100","31","68"
"07/14/2008","Ozone","100","11","13","41","100","38","72"
"07/15/2008","Ozone","122","11","11","42","122","40","71"
"07/16/2008","Ozone","140","10","7","42","140","44","78"
"07/17/2008","Ozone","179","14","14","48","179","52","91"
"07/18/2008","Ozone","187","9","9","40","187","52","124"
"07/19/2008","Ozone","159","9","7","35","159","39","95"
"07/20/2008","Ozone","108","7","7","23","108","35","76"
"07/21/2008","Ozone","87","8","9","40","87","37","77"
"07/22/2008","Ozone","101","9","17","47","101","48","89"
"07/23/2008","Ozone","115","8","14","45","115","45","96"
"07/24/2008","Ozone","192","10","21","50","192","49","95"
"07/25/2008","Ozone","161","11","13","63","161","60","100"
"07/26/2008","Ozone","122","13","33","48","122","53","98"
"07/27/2008","Ozone","112","8","6","21","112","38","82"
"07/28/2008","Ozone","100","8","9","31","100","40","88"
"07/29/2008","Ozone","115","8","9","39","115","39","87"
"07/30/2008","Ozone","150","8","6","42","150","44","90"
"07/31/2008","Ozone","177","10","17","41","177","52","108"
"08/01/2008","Ozone","192","10","9","44","192","52","95"
"08/02/2008","Ozone","227","10","7","47","227","52","83"
"08/03/2008","Ozone","177","9","9","37","177","43","64"
"08/04/2008","Ozone","84","13","10","48","84","48","69"
"08/05/2008","Ozone","100","11","9","39","100","44","56"
"08/06/2008","Ozone","71","11","13","40","71","40","57"
"08/07/2008","Ozone","80","8","11","50","80","47","57"
"08/08/2008","PM2.5","55","10","14","43","51","43","55"
"08/09/2008","Ozone","67","11","16","39","67","35","55"
"08/10/2008","Ozone","119","11","11","35","119","32","56"
"08/11/2008","Ozone","119","11","9","37","119","47","67"
"08/12/2008","Ozone","177","7","21","48","177","47","74"
"08/13/2008","Ozone","169","13","10","54","169","49","77"
"08/14/2008","Ozone","190","11","9","48","190","45","74"
"08/15/2008","Ozone","174","10","10","48","174","40","67"
"08/16/2008","Ozone","147","10","14","37","147","34","63"
"08/17/2008","Ozone","133","9","13","35","133","33","70"
"08/18/2008","Ozone","74","9","14","38","74","34","63"
"08/19/2008","PM2.5","60","10","9","35","54","33","60"
"08/20/2008","Ozone","112","9","6","40","112","39","59"
"08/21/2008","Ozone","140","7","4","43","140","41","61"
"08/22/2008","Ozone","101","7","4","35","101","38","59"
"08/23/2008","Ozone","126","8","11","37","126","34","73"
"08/24/2008","Ozone","200","8","4","42","200","37","68"
"08/25/2008","Ozone","151","11","9","65","151","42","63"
"08/26/2008","Ozone","90","9","4","52","90","51","63"
"08/27/2008","Ozone","136","7","6","46","136","49","90"
"08/28/2008","Ozone","150","8","7","58","150","56","94"
"08/29/2008","Ozone","101","9","10","58","101","54","74"
"08/30/2008","Ozone","143","10","13","49","143","47","76"
"08/31/2008","Ozone","58","7","4","28","58","31","53"
"09/01/2008","Ozone","87","7","6","25","87","30","57"
"09/02/2008","Ozone","84","8","9","51","84","38","58"
"09/03/2008","Ozone","87","11","13","63","87","52","61"
"09/04/2008","Ozone","80","11","11","62","80","44","61"
"09/05/2008","Ozone","105","11","10","51","105","47","67"
"09/06/2008","Ozone","172","10","7","55","172","46","69"
"09/07/2008","Ozone","195","9","9","42","195","45","76"
"09/08/2008","Ozone","100","7","4","40","100","51","75"
"09/09/2008","Ozone","80","6","6","43","80","46","66"
"09/10/2008","PM2.5","72","6","4","33","58","36","72"
"09/11/2008","PM2.5","69","7","6","34","54","37","69"
"09/12/2008","PM2.5","89","8","9","48","80","41","89"
"09/13/2008","Ozone","164","7","13","31","164","44","102"
"09/14/2008","Ozone","177","8","6","51","177","43","97"
"09/15/2008","Ozone","115","18","17","86","115","58","74"
"09/16/2008","Ozone","93","14","6","71","93","53","66"
"09/17/2008","PM2.5","74","8","13","54","67","47","74"
"09/18/2008","Ozone","84","10","14","54","84","49","73"
"09/19/2008","PM2.5","55","11","10","54","40","42","55"
"09/20/2008","Ozone","48","7","7","35","48","36","40"
"09/21/2008","Ozone","80","6","6","29","80","30","52"
"09/22/2008","Ozone","74","8","9","45","74","40","67"
"09/23/2008","Ozone","77","15","9","69","77","54","76"
"09/24/2008","NO2","81","16","9","81","67","51","68"
"09/25/2008","NO2","71","17","6","71","44","47","55"
"09/26/2008","NO2","65","14","9","65","44","51","59"
"09/27/2008","Ozone","93","13","13","47","93","44","66"
"09/28/2008","Ozone","101","11","16","42","101","38","72"
"09/29/2008","NO2","83","15","11","83","45","54","62"
"09/30/2008","NO2","101","28","4","101","84","49","56"
"10/01/2008","Ozone","108","27","6","86","108","49","59"
"10/02/2008","NO2","64","11","10","64","58","44","58"
"10/03/2008","PM2.5","52","7","7","40","31","34","52"
"10/04/2008","NO2","39","6","4","39","31","19","26"
"10/05/2008","Ozone","54","8","7","30","54","33","48"
"10/06/2008","Ozone","58","18","10","55","58","47","57"
"10/07/2008","NO2","69","26","6","69","58","40","53"
"10/08/2008","NO2","87","27","10","87","61","49","58"
"10/09/2008","Ozone","97","15","6","67","97","69","72"
"10/10/2008","PM2.5","60","11","6","42","50","55","60"
"10/11/2008","NO2","42","6","1","42","38","31","24"
"10/12/2008","Ozone","44","13","11","43","44","34","40"
"10/13/2008","PM10","85","26","9","52","36","85","62"
"10/14/2008","NO2","79","28","30","79","50","60","69"
"10/15/2008","NO2","64","26","13","64","43","55","61"
"10/16/2008","NO2","72","31","10","72","51","49","58"
"10/17/2008","NO2","91","18","11","91","51","53","61"
"10/18/2008","Ozone","71","14","4","64","71","41","62"
"10/19/2008","PM2.5","62","13","7","36","54","42","62"
"10/20/2008","PM2.5","91","10","4","62","45","48","91"
"10/21/2008","NO2","99","27","16","99","54","59","87"
"10/22/2008","NO2","104","33","7","104","46","55","54"
"10/23/2008","NO2","58","22","7","58","41","46","47"
"10/24/2008","NO2","80","32","19","80","41","55","60"
"10/25/2008","Ozone","100","33","20","87","100","55","71"
"10/26/2008","Ozone","151","20","11","77","151","53","82"
"10/27/2008","NO2","100","34","20","100","87","58","78"
"10/28/2008","NO2","101","35","7","101","50","55","64"
"10/29/2008","NO2","95","19","16","95","64","58","67"
"10/30/2008","PM2.5","64","20","6","64","47","52","64"
"10/31/2008","NO2","60","15","6","60","30","44","56"
"11/01/2008","NO2","57","18","3","57","22","34","54"
"11/02/2008","PM2.5","37","13","1","32","35","26","37"
"11/03/2008","PM2.5","45","7","7","32","34","34","45"
"11/04/2008","NO2","38","8","4","38","37","19","23"
"11/05/2008","NO2","46","11","4","46","39","36","43"
"11/06/2008","NO2","83","25","7","83","36","39","36"
"11/07/2008","NO2","99","19","7","99","33","44","50"
"11/08/2008","NO2","63","34","19","63","33","40","57"
"11/09/2008","Ozone","37","8","3","30","37","25","28"
"11/10/2008","PM2.5","42","9","4","42","31","37","42"
"11/11/2008","PM2.5","58","23","16","58","31","40","58"
"11/12/2008","NO2","81","19","19","81","30","48","68"
"11/13/2008","NO2","102","35","16","102","31","62","95"
"11/14/2008","NO2","106","43","21","106","44","56","86"
"11/15/2008","PM2.5","112","40","24","94","44","65","112"
"11/16/2008","PM2.5","163","36","19","97","147","86","163"
"11/17/2008","PM2.5","116","30","14","82","41","58","116"
"11/18/2008","PM2.5","92","40","10","88","36","57","92"
"11/19/2008","NO2","103","26","17","103","36","56","86"
"11/20/2008","PM2.5","106","23","27","102","40","63","106"
"11/21/2008","PM2.5","108","27","24","101","43","64","108"
"11/22/2008","PM2.5","109","44","13","84","40","61","109"
"11/23/2008","PM2.5","144","23","7","47","43","56","144"
"11/24/2008","PM2.5","82","24","6","71","29","47","82"
"11/25/2008","PM2.5","63","13","6","50","30","41","63"
"11/26/2008","PM2.5","48","9","4","32","28","21","48"
"11/27/2008","PM2.5","53","16","4","35","30","19","53"
"11/28/2008","PM2.5","67","17","4","38","32","29","67"
"11/29/2008","PM2.5","90","27","7","57","38","41","90"
"11/30/2008","PM2.5","95","22","10","61","38","43","95"
"12/01/2008","NO2","105","30","11","105","27","52","85"
"12/02/2008","PM2.5","152","33","10","64","32","58","152"
"12/03/2008","PM2.5","153","14","10","74","30","57","153"
"12/04/2008","PM2.5","134","19","6","54","32","54","134"
"12/05/2008","PM2.5","92","28","29","62","35","51","92"
"12/06/2008","NO2","53","31","13","53","34","35","52"
"12/07/2008","PM2.5","60","16","6","42","37","35","60"
"12/08/2008","PM2.5","69","17","6","42","34","33","69"
"12/09/2008","PM2.5","55","24","6","49","37","45","55"
"12/10/2008","NO2","46","26","4","46","31","44","44"
"12/11/2008","NO2","73","28","19","73","26","44","60"
"12/12/2008","PM2.5","76","31","7","56","28","50","76"
"12/13/2008","PM2.5","54","16","4","36","35","28","54"
"12/14/2008","PM2.5","38","10","3","34","34","21","38"
"12/15/2008","NO2","60","9","4","60","33","15","26"
"12/16/2008","PM2.5","56","17","7","41","33","26","56"
"12/17/2008","NO2","64","14","7","64","33","14","32"
"12/18/2008","NO2","86","17","4","86","29","24","44"
"12/19/2008","PM2.5","69","26","4","49","38","38","69"
"12/20/2008","PM2.5","88","25","4","43","38","40","88"
"12/21/2008","PM2.5","76","28","3","47","36","29","76"
"12/22/2008","PM2.5","75","22","4","39","36","30","75"
"12/23/2008","PM2.5","56","28","4","40","35","25","56"
"12/24/2008","PM2.5","57","16","4","34","29","26","57"
"12/25/2008","Ozone","36","10","1","31","36","14","29"
"12/26/2008","PM2.5","54","18","3","31","35","19","54"
"12/27/2008","PM2.5","59","17","7","38","33","27","59"
"12/28/2008","PM2.5","52","20","6","39","33","26","52"
"12/29/2008","PM2.5","55","23","13","51","28","33","55"
"12/30/2008","PM2.5","71","25","16","58","28","36","71"
"12/31/2008","PM2.5","125","32","49","68","24","55","125"
