"Date","Main Pollutant","Overall AQI Value","CO","SO2","NO2","Ozone","PM10","PM25"
"05/05/2010","Ozone","80","10","4","49","80","46","77"
"05/06/2010","Ozone","87","6","6","50","87","51","79"
"05/07/2010","Ozone","115","14","7","60","115","59","71"
"05/08/2010","Ozone","119","13","7","42","119","48","62"
"05/09/2010","Ozone","50","9","23","27","50","32","49"
"05/10/2010","Ozone","51","11","3","39","51","27","35"
"05/11/2010","NO2","53","10","9","53","47","35","38"
"05/12/2010","NO2","55","13","9","55","54","22","52"
"05/13/2010","Ozone","87","10","6","44","87","30","66"
"05/14/2010","Ozone","101","9","10","50","101","42","78"
"05/15/2010","Ozone","122","7","7","32","122","44","96"
"05/16/2010","Ozone","119","7","4","22","119","37","96"
"05/17/2010","PM2.5","59","5","3","29","58","24","59"
"05/18/2010","PM2.5","51","5","10","32","42","16","51"
"05/19/2010","PM2.5","65","6","4","40","58","25","65"
"05/20/2010","Ozone","77","7","6","41","77","36","65"
"05/21/2010","Ozone","84","8","6","41","84","42","63"
"05/22/2010","PM2.5","54","6","7","37","50","31","54"
"05/23/2010","Ozone","44","3","6","21","44","29","38"
"05/24/2010","Ozone","49","5","4","34","49","31","48"
"05/25/2010","Ozone","71","7","7","36","71","40","40"
"05/26/2010","Ozone","58","5","4","35","58","24","40"
"05/27/2010","PM2.5","53","6","4","40","41","17","53"
"05/28/2010","Ozone","49","6","4","38","49","23","45"
"05/29/2010","Ozone","101","9","10","46","101","22","54"
"05/30/2010","Ozone","140","7","4","41","140","31","59"
"05/31/2010","Ozone","122","5","3","23","122","33","71"
"06/01/2010","Ozone","97","5","3","29","97","46","74"
"06/02/2010","PM2.5","81","6","6","42","71","39","81"
"06/03/2010","Ozone","143","9","6","37","143","44","94"
"06/04/2010","Ozone","140","7","7","40","140","45","96"
"06/05/2010","Ozone","200","7","6","37","200","45","114"
"06/06/2010","Ozone","164","6","6","25","164","34","91"
"06/07/2010","Ozone","112","8","6","36","112","32","80"
"06/08/2010","Ozone","122","6","3","34","122","30","78"
"06/09/2010","Ozone","93","6","14","32","93","27","72"
"06/10/2010","Ozone","71","6","4","25","71","30","67"
"06/11/2010","PM2.5","61","6","3","22","50","32","61"
"06/12/2010","Ozone","71","5","1","25","71","33","69"
"06/13/2010","Ozone","101","7","6","29","101","40","70"
"06/14/2010","Ozone","126","9","6","41","126","43","72"
"06/15/2010","Ozone","108","7","10","33","108","41","78"
"06/16/2010","PM2.5","75","6","4","27","71","37","75"
"06/17/2010","Ozone","147","7","4","38","147","43","83"
"06/18/2010","Ozone","119","6","4","31","119","40","83"
"06/19/2010","Ozone","112","6","4","33","112","34","66"
"06/20/2010","Ozone","115","8","4","32","115","33","61"
"06/21/2010","Ozone","93","6","3","27","93","32","64"
"06/22/2010","Ozone","143","7","6","33","143","41","71"
"06/23/2010","Ozone","177","8","7","53","177","39","74"
"06/24/2010","Ozone","174","7","7","42","174","35","75"
"06/25/2010","Ozone","112","7","6","42","112","38","74"
"06/26/2010","Ozone","100","6","21","21","100","29","66"
"06/27/2010","Ozone","133","6","3","22","133","35","74"
"06/28/2010","Ozone","133","6","1","42","133","37","86"
"06/29/2010","Ozone","147","6","4","45","147","37","83"
"06/30/2010","Ozone","133","7","4","38","133","34","72"
"07/01/2010","Ozone","150","9","16","44","150","44","106"
"07/02/2010","Ozone","147","7","11","45","147","44","72"
"07/03/2010","Ozone","126","6","1","29","126","35","77"
"07/04/2010","Ozone","119","6","4","20","119","45","103"
"07/05/2010","PM2.5","152","6","6","17","133","57","152"
"07/06/2010","Ozone","115","7","4","34","115","32","75"
"07/07/2010","Ozone","115","6","4","31","115","31","69"
"07/08/2010","Ozone","101","7","7","34","101","35","75"
"07/09/2010","Ozone","115","8","6","42","115","45","85"
"07/10/2010","Ozone","169","7","3","34","169","43","93"
"07/11/2010","Ozone","140","6","3","24","140","38","79"
"07/12/2010","Ozone","77","7","4","34","77","35","72"
"07/13/2010","PM2.5","62","9","23","56","58","53","62"
"07/14/2010","Ozone","119","9","13","53","119","45","65"
"07/15/2010","Ozone","154","10","9","52","154","44","73"
"07/16/2010","Ozone","161","10","10","54","161","41","73"
"07/17/2010","Ozone","164","9","10","48","164","39","70"
"07/18/2010","Ozone","154","7","4","27","154","36","73"
"07/19/2010","Ozone","129","7","3","30","129","46","80"
"07/20/2010","Ozone","101","6","10","27","101","33","79"
"07/21/2010","Ozone","112","6","1","30","112","31","77"
"07/22/2010","Ozone","100","7","13","27","100","31","74"
"07/23/2010","Ozone","90","7","16","34","90","34","70"
"07/24/2010","Ozone","143","7","7","34","143","30","65"
"07/25/2010","Ozone","119","7","4","25","119","29","67"
"07/26/2010","Ozone","93","6","6","26","93","35","73"
"07/27/2010","PM2.5","76","6","4","32","71","37","76"
"07/28/2010","Ozone","90","7","6","30","90","28","63"
"07/29/2010","Ozone","122","8","9","41","122","31","61"
"07/30/2010","Ozone","150","10","11","41","150","36","69"
"07/31/2010","Ozone","122","7","6","33","122","33","85"
"08/01/2010","Ozone","136","7","11","42","136","34","84"
"08/02/2010","Ozone","133","10","10","54","133","32","71"
"08/03/2010","Ozone","154","10","11","52","154","36","74"
"08/04/2010","Ozone","147","8","10","44","147","41","77"
"08/05/2010","Ozone","147","7","9","36","147","47","90"
"08/06/2010","Ozone","133","9","7","44","133","42","86"
"08/07/2010","Ozone","126","8","9","26","126","34","81"
"08/08/2010","Ozone","101","8","7","27","101","24","69"
"08/09/2010","Ozone","136","10","6","41","136","30","67"
"08/10/2010","Ozone","129","9","7","41","129","38","75"
"08/11/2010","Ozone","100","8","7","39","100","35","74"
"08/12/2010","Ozone","126","9","10","42","126","38","63"
"08/13/2010","Ozone","93","9","6","58","93","45","56"
"08/14/2010","Ozone","122","9","7","38","122","31","57"
"08/15/2010","Ozone","140","11","16","38","140","30","55"
"08/16/2010","Ozone","147","11","4","51","147","43","62"
"08/17/2010","Ozone","133","14","14","67","133","44","73"
"08/18/2010","Ozone","101","14","21","66","101","50","62"
"08/19/2010","Ozone","105","13","14","57","105","32","59"
"08/20/2010","Ozone","100","11","17","60","100","39","59"
"08/21/2010","Ozone","101","11","10","52","101","34","58"
"08/22/2010","Ozone","100","9","7","42","100","36","59"
"08/23/2010","Ozone","112","16","13","69","112","45","67"
"08/24/2010","Ozone","150","16","16","88","150","58","71"
"08/25/2010","Ozone","159","11","3","65","159","51","73"
"08/26/2010","Ozone","119","11","16","70","119","46","71"
"08/27/2010","Ozone","97","10","7","51","97","42","82"
"08/28/2010","Ozone","100","8","1","30","100","32","81"
"08/29/2010","PM2.5","79","9","1","25","61","31","79"
"08/30/2010","Ozone","87","11","3","46","87","38","71"
"08/31/2010","Ozone","112","16","9","53","112","38","71"
"09/01/2010","Ozone","147","11","7","67","147","44","76"
"09/02/2010","Ozone","147","14","7","67","147","39","83"
"09/03/2010","Ozone","136","13","27","72","136","37","75"
"09/04/2010","Ozone","185","17","11","66","185","42","70"
"09/05/2010","Ozone","147","10","3","41","147","36","82"
"09/06/2010","Ozone","126","8","4","24","126","40","89"
"09/07/2010","Ozone","93","9","3","41","93","42","77"
"09/08/2010","PM2.5","69","9","6","23","48","37","69"
"09/09/2010","PM2.5","64","9","1","31","61","23","64"
"09/10/2010","Ozone","90","16","6","39","90","30","63"
"09/11/2010","Ozone","126","10","3","41","126","35","72"
"09/12/2010","Ozone","112","9","3","44","112","37","84"
"09/13/2010","PM2.5","64","13","9","53","49","35","64"
"09/14/2010","PM2.5","62","11","6","51","43","33","62"
"09/15/2010","Ozone","84","13","7","49","84","35","65"
"09/16/2010","Ozone","133","17","9","48","133","34","68"
"09/17/2010","Ozone","105","11","3","53","105","40","92"
"09/18/2010","Ozone","129","13","9","47","129","40","106"
"09/19/2010","Ozone","105","14","7","42","105","32","72"
"09/20/2010","Ozone","93","13","7","42","93","34","73"
"09/21/2010","PM2.5","113","10","1","52","97","41","113"
"09/22/2010","PM2.5","74","10","0","41","64","28","74"
"09/23/2010","PM2.5","74","20","4","48","74","39","74"
"09/24/2010","Ozone","112","27","31","77","112","52","70"
"09/25/2010","Ozone","151","22","13","74","151","44","64"
"09/26/2010","Ozone","154","19","11","71","154","39","65"
"09/27/2010","PM2.5","119","31","10","104","100","44","119"
"09/28/2010","Ozone","101","16","6","65","101","37","72"
"09/29/2010","Ozone","147","18","14","56","147","44","71"
"09/30/2010","Ozone","115","16","9","63","115","40","70"
"10/01/2010","Ozone","100","13","9","55","100","33","79"
"10/02/2010","Ozone","87","13","4","46","87","39","83"
"10/03/2010","Ozone","87","11","14","33","87","36","81"
"10/04/2010","PM2.5","57","14","1","31","34","19","57"
"10/05/2010","PM2.5","55","6","0","31","44","29","55"
"10/06/2010","PM2.5","60","8","3","36","36","21","60"
"10/07/2010","PM2.5","67","9","3","39","47","26","67"
"10/08/2010","PM2.5","64","19","6","46","51","38","64"
"10/09/2010","Ozone","84","22","13","67","84","40","68"
"10/10/2010","Ozone","101","19","19","58","101","33","66"
"10/11/2010","PM2.5","80","11","3","51","74","44","80"
"10/12/2010","PM2.5","111","10","19","45","44","51","111"
"10/13/2010","PM2.5","96","11","7","52","47","39","96"
"10/14/2010","PM2.5","138","9","4","50","44","47","138"
"10/15/2010","PM2.5","137","8","1","43","74","51","137"
"10/16/2010","PM2.5","128","9","1","32","101","43","128"
"10/17/2010","PM2.5","61","9","1","26","54","20","61"
"10/18/2010","PM2.5","66","9","3","39","47","19","66"
"10/19/2010","PM2.5","68","10","0","36","31","29","68"
"10/20/2010","PM2.5","62","9","1","34","38","16","62"
"10/21/2010","PM2.5","60","9","0","30","41","18","60"
"10/22/2010","PM2.5","58","9","0","32","40","19","58"
"10/23/2010","PM2.5","66","11","1","30","36","19","66"
"10/24/2010","PM2.5","65","17","1","24","38","21","65"
"10/25/2010","PM2.5","55","9","0","38","43","22","55"
"10/26/2010","PM2.5","52","17","3","42","42","34","52"
"10/27/2010","NO2","55","16","1","55","41","31","47"
"10/28/2010","NO2","58","16","10","58","39","33","46"
"10/29/2010","NO2","67","28","4","67","42","37","59"
"10/30/2010","PM2.5","58","10","0","25","43","18","58"
"10/31/2010","PM2.5","65","17","4","32","45","22","65"
"11/01/2010","NO2","68","28","4","68","40","32","65"
"11/02/2010","NO2","80","31","7","80","38","35","56"
"11/03/2010","NO2","64","25","6","64","36","38","54"
"11/04/2010","NO2","70","24","7","70","42","39","54"
"11/05/2010","NO2","68","35","13","68","43","38","56"
"11/06/2010","PM2.5","64","18","1","47","45","27","64"
"11/07/2010","PM2.5","60","11","1","28","41","19","60"
"11/08/2010","PM2.5","49","9","1","34","42","14","49"
"11/09/2010","PM2.5","53","16","3","44","39","25","53"
"11/10/2010","PM2.5","54","25","3","44","40","30","54"
"11/11/2010","NO2","54","23","6","54","39","24","48"
"11/12/2010","NO2","58","27","13","58","36","32","51"
"11/13/2010","PM2.5","66","32","27","57","37","31","66"
"11/14/2010","NO2","54","40","11","54","40","29","53"
"11/15/2010","PM2.5","62","23","3","52","32","34","62"
"11/16/2010","PM2.5","91","16","4","56","43","40","91"
"11/17/2010","PM2.5","133","22","16","70","40","46","133"
"11/18/2010","PM2.5","91","24","3","56","46","41","91"
"11/19/2010","PM2.5","86","8","3","33","42","35","86"
"11/20/2010","PM2.5","46","7","4","26","42","10","46"
"11/21/2010","PM2.5","65","13","1","32","40","19","65"
"11/22/2010","PM2.5","67","16","1","41","40","23","67"
"11/23/2010","PM2.5","60","17","1","34","39","23","60"
"11/24/2010","PM2.5","51","10","1","44","39","24","51"
"11/25/2010","PM2.5","83","19","6","41","39","32","83"
"11/26/2010","PM2.5","64","22","4","44","34","26","64"
"11/27/2010","PM2.5","68","32","4","42","39","28","68"
"11/28/2010","Ozone","40","8","3","32","40","12","32"
"11/29/2010","NO2","54","19","3","54","35","21","51"
"11/30/2010","PM2.5","58","19","6","56","31","34","58"
"12/01/2010","PM2.5","52","17","7","51","31","33","52"
"12/02/2010","PM2.5","75","36","7","66","25","55","75"
"12/03/2010","PM2.5","109","41","50","73","19","52","109"
"12/04/2010","PM2.5","125","28","3","55","20","45","125"
"12/05/2010","PM2.5","112","24","9","60","23","51","112"
"12/06/2010","PM2.5","68","16","1","41","36","22","68"
"12/07/2010","PM2.5","68","31","20","55","32","31","68"
"12/08/2010","PM2.5","68","38","10","64","29","37","68"
"12/09/2010","PM2.5","94","41","11","71","33","44","94"
"12/10/2010","PM2.5","100","26","10","77","32","49","100"
"12/11/2010","PM2.5","73","27","19","53","28","31","73"
"12/12/2010","NO2","55","27","16","55","32","28","48"
"12/13/2010","NO2","67","20","36","67","26","34","62"
"12/14/2010","PM2.5","99","23","7","51","32","50","99"
"12/15/2010","PM2.5","76","8","3","33","28","28","76"
"12/16/2010","PM2.5","55","8","4","39","39","22","55"
"12/17/2010","PM2.5","55","8","1","39","33","16","55"
"12/18/2010","PM2.5","52","7","0","25","33","9","52"
"12/19/2010","PM2.5","41","5","0","21","37","7","41"
"12/20/2010","PM2.5","45","6","0","40","39","8","45"
"12/21/2010","PM2.5","53","7","0","40","35","8","53"
"12/22/2010","NO2","42","8","0","42","36","10","41"
"12/23/2010","PM2.5","71","15","1","40","33","21","71"
"12/24/2010","PM2.5","80","26","3","35","35","27","80"
"12/25/2010","PM2.5","111","25","7","30","36","26","111"
"12/26/2010","PM2.5","45","10","1","38","39","13","45"
"12/27/2010","PM2.5","59","24","19","45","37","28","59"
"12/28/2010","PM2.5","60","30","1","48","33","31","60"
"12/29/2010","PM2.5","53","8","1","34","38","18","53"
"12/30/2010","PM2.5","47","7","3","42","38","13","47"
"12/31/2010","PM2.5","98","19","14","43","37","24","98"
